"npts","degree","parity","convergence_diff","iteration_time","coefs_json","coefs_recovered_json","constraint_violated_coef","constraint_violated_rec","sup_diff","sup_diff_rec","max_abs_coef","max_abs_rec"
"101","101","1","inf","4824.635339975357","[0.012574978896227067, -0.04505719856864363, 0.07939474271739205, -0.10563100214668758, 0.12708300293281907, -0.13186403858910653, 0.11825518665646886, -0.1020571653881744, 0.0769593550523529, -0.040682901362960266, 0.005329034398178122, 0.033573006699891536, -0.06592421753361571, 0.07177917796645536, -0.06353803915588406, 0.04781993495506923, -0.021592522858347528, 0.0029044967435768168, 0.013082983005206472, -0.03953639024766799, 0.0544913790708334, -0.055012355401450386, 0.04992617276361582, -0.023960363062705804, -0.004605923227821833, 0.015499229703052678, -0.034267632089844645, 0.053865508113419835, -0.05766561950601355, 0.06349467817574923, -0.04350786108648351, -0.01633690687293307, 0.059945432405977585, -0.08421044814292418, 0.09400342667643483, -0.05048204994599413, 0.004716104871932431, 0.010847105793247647, -0.0621738018866789, 0.10489833942994638, -0.09784934864019809, 0.10175843851756092, -0.01934759476132939, -0.16136620677207356, 0.201611017792764, -0.15192801887231983, 0.06948369985257942, 0.3327515791039775, -0.5139716072932741, -0.6615657745282392, -0.15184891807920559]","[0.0, 0.020936532209727052, 0.0, -0.05945567656548691, 0.0, 0.09152184059762074, 0.0, -0.11497733940389629, 0.0, 0.12662966172535708, 0.0, -0.12686501669438813, 0.0, 0.11626483568359858, 0.0, -0.09396829326862186, 0.0, 0.06421981604438384, 0.0, -0.03140431891115674, 0.0, -0.0015518440323420465, 0.0, 0.029141733680123835, 0.0, -0.0484722765748024, 0.0, 0.05976939662435754, 0.0, -0.059904940825267025, 0.0, 0.04902598350788665, 0.0, -0.030472410071727907, 0.0, 0.005754177481348014, 0.0, 0.019651515842434374, 0.0, -0.03871212207338329, 0.0, 0.05068217274668905, 0.0, -0.05310735273298145, 0.0, 0.0439956227940529, 0.0, -0.027297625962563195, 0.0, 0.004292122915150403, 0.0, 0.022891586338691906, 0.0, -0.04465238699491848, 0.0, 0.056866226287756325, 0.0, -0.05780680067959622, 0.0, 0.04291263014787884, 0.0, -0.0172151048526089, 0.0, -0.011913674760556395, 0.0, 0.04342335985582908, 0.0, -0.06696365478494792, 0.0, 0.0729076676289821, 0.0, -0.06207429490551761, 0.0, 0.029636742755701443, 0.0, 0.020782438388665714, 0.0, -0.06800915786839523, 0.0, 0.1014226904085735, 0.0, -0.10846230435441777, 0.0, 0.06830714248346456, 0.0, 0.010355727555504353, 0.0, -0.1048454367677994, 0.0, 0.1861015779976983, 0.0, -0.17967029220397496, 0.0, 0.018149936594735558, 0.0, 0.2882753462827423, 0.0, -0.4772989170668377, 0.0, -0.6156114584595962, 0.0, -0.14122871067833348]","True","False","2.235941515331432","1.9983849112640373","0.32913492248126874","-2.0878258602863298e-05"
"128","101","1","1.2238528804327964","4563.7049169540405","[0.015417601942149623, -0.054305240805145906, 0.08076268110850551, -0.10946310136651932, 0.11982012613693739, -0.12174691053309707, 0.10851451551564972, -0.11311282222275242, 0.07423971441024885, -0.004495604520875181, 0.015920500020846686, -0.010725047336031197, -0.05119481374549683, 0.05638216277986573, -0.08009060695118404, 0.06493226490714465, -0.027417585493352454, 0.017565707843713824, 0.028737636526724585, -0.02260370338823384, 0.05251657295261996, -0.03629947995192124, 0.05162253220312063, -0.028229976123187082, 0.03295674124841861, 0.006273541304203936, -0.022995120840891517, 0.05624407314469074, -0.05850234871955356, 0.05608478767913921, -0.04110550190712724, 0.020273390123783926, 0.02158735318417825, -0.05432610915760747, 0.0722627758289495, -0.07448857167496117, 0.06000937344424184, -0.02914219106361108, -0.02360390418691074, 0.06342423993323394, -0.11486409394984554, 0.09866888399814126, -0.10275560364018882, -0.02906894654054186, 0.03192552174270807, -0.2921085576920768, 0.04840069834037722, -0.40720918984396376, -0.7442945353473189, 0.1183596771730647, 0.2896669289850759]","[0.0, 0.020043212679708995, 0.0, -0.05551275335555497, 0.0, 0.08807380529986128, 0.0, -0.10953979616218258, 0.0, 0.12327062088701984, 0.0, -0.12327315877805177, 0.0, 0.1143831263723252, 0.0, -0.0929989908043141, 0.0, 0.06719272525487809, 0.0, -0.03668516023492264, 0.0, 0.004692740754711749, 0.0, 0.02404450026738214, 0.0, -0.04415688375304427, 0.0, 0.05635029216188285, 0.0, -0.05791278546463365, 0.0, 0.05049411467953551, 0.0, -0.035038488313703695, 0.0, 0.014016167626986466, 0.0, 0.009006365879687804, 0.0, -0.029370750139810116, 0.0, 0.04526760237709849, 0.0, -0.051169001110347695, 0.0, 0.04869356970138754, 0.0, -0.035192210833053884, 0.0, 0.01500085683337752, 0.0, 0.008518544081206687, 0.0, -0.03068506493561286, 0.0, 0.04768265252930952, 0.0, -0.05522324926033094, 0.0, 0.05213365197068946, 0.0, -0.03527755304626298, 0.0, 0.00971682320423891, 0.0, 0.01971272632332225, 0.0, -0.047075254017597254, 0.0, 0.06613089362367286, 0.0, -0.0703780322055565, 0.0, 0.054533257319822614, 0.0, -0.024475479432593778, 0.0, -0.022498472958788627, 0.0, 0.06092533712265988, 0.0, -0.10385330961426469, 0.0, 0.09168031270883273, 0.0, -0.09326285123629363, 0.0, -0.028143074645369453, 0.0, 0.029835057686640826, 0.0, -0.2715548899013017, 0.0, 0.03949359775439477, 0.0, -0.37713421841855055, 0.0, -0.6991855945557726, 0.0, 0.10819944510236221, 0.0, 0.2755012958235724]","True","False","2.103849924089145","1.985003685541929","0.1715913536077469","-2.071526245617239e-05"
"256","101","1","0.179699297748013","4753.665239095688","[0.019911782887229834, -0.05793845930077769, 0.09097075697291405, -0.11108111186330981, 0.12529627339805163, -0.12228460792235836, 0.1118148546000681, -0.09064815552103038, 0.0719693832076682, -0.036579798503824874, 0.006683581391252335, 0.024742825612689694, -0.04321185984249721, 0.062437259422055094, -0.06058002987896607, 0.05120478401177447, -0.033002657828472885, 0.009839409199148899, 0.009065855213705154, -0.03191814566067543, 0.0424761897840881, -0.051717864710967294, 0.05040263227766673, -0.03335707548413283, 0.016117597192706362, 0.014033370222040136, -0.036218192102459794, 0.04024230707626463, -0.053258176327925254, 0.05520755752248232, -0.0339332272999308, 0.00582777775689546, 0.019300942274698526, -0.04681907836832776, 0.06645801703195382, -0.06997390264330433, 0.05401144347250107, -0.022596019724205926, -0.02255240828432939, 0.06591664491976891, -0.10162661441391564, 0.10060140802700338, -0.08019095955058105, -0.015119275944083162, 0.06344891459342912, -0.24543144328561092, 0.08473430215263038, -0.33903504439099363, -0.7620949678630908, 0.004104603405371789, 0.23518283597581352]","[0.0, 0.019558499022145865, 0.0, -0.05666600209745662, 0.0, 0.0883414854705069, 0.0, -0.11147917003919568, 0.0, 0.12395689215514585, 0.0, -0.1248490068218222, 0.0, 0.11448291777314298, 0.0, -0.09415079517241778, 0.0, 0.06658940106694486, 0.0, -0.035188340772984064, 0.0, 0.003867017026491523, 0.0, 0.02410610454191006, 0.0, -0.0450374807702265, 0.0, 0.056923131403018495, 0.0, -0.058589467269387074, 0.0, 0.050535437863748124, 0.0, -0.03430788110795498, 0.0, 0.01285608501386826, 0.0, 0.010084339753204503, 0.0, -0.030638208561679314, 0.0, 0.04521703834548637, 0.0, -0.051160620418433965, 0.0, 0.047405356587168455, 0.0, -0.034281157489210415, 0.0, 0.0142229197384511, 0.0, 0.009321861459026023, 0.0, -0.03160478047833691, 0.0, 0.048379625090598316, 0.0, -0.05524686680136728, 0.0, 0.050456787145189363, 0.0, -0.03394285851958979, 0.0, 0.008469600414048768, 0.0, 0.021305180870702198, 0.0, -0.04848393130689167, 0.0, 0.06628550576824416, 0.0, -0.06897634897507926, 0.0, 0.053334962118822216, 0.0, -0.021084786291785805, 0.0, -0.023309240691288133, 0.0, 0.06609409013881354, 0.0, -0.1002670148679668, 0.0, 0.0987971623869878, 0.0, -0.07818283515424213, 0.0, -0.015168870082159183, 0.0, 0.06331567046019476, 0.0, -0.24262362051380476, 0.0, 0.08275091885392019, 0.0, -0.3338722794608735, 0.0, -0.751595355466702, 0.0, 0.0031687203168505023, 0.0, 0.23206434153683736]","True","False","2.0205248132269467","1.9988158251999697","0.04580732766356199","-1.700585436248403e-06"
"512","101","1","0.9988419347684936","4695.843817949295","[0.019673712924889775, -0.05633194113733354, 0.08735405263775477, -0.11081498601335736, 0.12328810319674964, -0.12438255855006662, 0.11438221084292298, -0.09359548657414189, 0.0672550698791669, -0.03591169412219889, 0.005115228496684149, 0.022667172247495263, -0.044485711449564265, 0.056914507944402164, -0.05900569101464114, 0.050253626702167285, -0.034213544440485286, 0.014236114724803715, 0.0079392493943485, -0.029041762988002404, 0.04453711081623937, -0.050537198828473504, 0.04687520594363185, -0.03587304903541759, 0.017057719632114145, 0.008074286536658811, -0.029783014323475607, 0.04505240015334969, -0.05623212688670696, 0.0497517443048412, -0.03656567022520988, 0.011350370902393228, 0.017192177516008572, -0.04419036363316096, 0.06326777715140021, -0.06823024215290757, 0.05602008560657995, -0.026925298312974567, -0.014160573484670536, 0.05779040930064933, -0.09171841302877494, 0.10245816529362671, -0.07928450994879799, 0.019379615789641664, 0.06818715694823517, -0.15776527142013308, 0.2029716359862781, -0.13679500367068978, -0.1282009325359381, 0.6938869700419283, 0.47111149028771215]","[0.0, 0.019411954498640215, 0.0, -0.05635761833728539, 0.0, 0.0878461501061576, 0.0, -0.1108807461905883, 0.0, 0.1233750869239067, 0.0, -0.12435897933753894, 0.0, 0.11410284093733417, 0.0, -0.09410463053593235, 0.0, 0.06689325745818508, 0.0, -0.035814118889980165, 0.0, 0.004568998772132005, 0.0, 0.023162764726133874, 0.0, -0.044203575787689506, 0.0, 0.056283718851843946, 0.0, -0.058332079993840984, 0.0, 0.05066291720491668, 0.0, -0.03493208023825273, 0.0, 0.013948530105616372, 0.0, 0.008699783589728876, 0.0, -0.02917651107311045, 0.0, 0.04396956988223388, 0.0, -0.05046383308005254, 0.0, 0.04740923455941419, 0.0, -0.03519071644080993, 0.0, 0.015870604009455697, 0.0, 0.007071607419713409, 0.0, -0.02928811754670988, 0.0, 0.04626921511610685, 0.0, -0.05419614182142961, 0.0, 0.05079987938810979, 0.0, -0.0359067986112777, 0.0, 0.01181066555829348, 0.0, 0.016946466103763845, 0.0, -0.04419220359078647, 0.0, 0.06323188049414055, 0.0, -0.06829707697309936, 0.0, 0.05604649357712923, 0.0, -0.02689568876558688, 0.0, -0.014218432890349164, 0.0, 0.05793917939208583, 0.0, -0.09170554144018375, 0.0, 0.10221471646758333, 0.0, -0.07904766899163662, 0.0, 0.019150725671675178, 0.0, 0.0682980312098743, 0.0, -0.15741402198918159, 0.0, 0.2023258417388779, 0.0, -0.13597264340373996, 0.0, -0.1282315122775952, 0.0, 0.6913546170137819, 0.0, 0.46950716291621697]","True","False","0.010743510444110926","0.0012903188371289236","0.010730081871693553","-7.198451190681965e-08"
"1024","101","1","0.0054877414859238","4766.111785888672","[0.019060255943966355, -0.0562569286937016, 0.08835964531289821, -0.11068924153123198, 0.12320445391687494, -0.12498712091760855, 0.11391577950326162, -0.09425776560835045, 0.06659327221368416, -0.03594730220894986, 0.004502309527318649, 0.0233259322197365, -0.04434613597521501, 0.05618912955157975, -0.05824399278715524, 0.05075626567872908, -0.03498957036095308, 0.013909093586178933, 0.008868320762880027, -0.02935688059147692, 0.04405779692259347, -0.05052657577477843, 0.04740717423045832, -0.0351026772335606, 0.015613635423048456, 0.007351405865550882, -0.02943768606977648, 0.04612543389638171, -0.053949266618749936, 0.050648668822205464, -0.03589660816799935, 0.011828032631629747, 0.017135738953986453, -0.04438590732695786, 0.06335948382690568, -0.06816311357191511, 0.055942988675106865, -0.026591426795702956, -0.01444270846061087, 0.05809569223084901, -0.09182515551647735, 0.10211870250522329, -0.07883065305258576, 0.01864604904955225, 0.06898979430990575, -0.1577585014478396, 0.20215737241517698, -0.1353022325095892, -0.12929501682366987, 0.6914955126557496, 0.4709244400230975]","[0.0, 0.019429544487005224, 0.0, -0.056400408815562124, 0.0, 0.08790763040927527, 0.0, -0.11095567385009075, 0.0, 0.12344769983129858, 0.0, -0.12441765202421846, 0.0, 0.11414079185110401, 0.0, -0.09410874677342962, 0.0, 0.06687401492728923, 0.0, -0.03576448103982936, 0.0, 0.004503570466458319, 0.0, 0.02323260818390093, 0.0, -0.044265868036815606, 0.0, 0.05632275123429657, 0.0, -0.0583416054380331, 0.0, 0.050634126831136175, 0.0, -0.034868770143956736, 0.0, 0.013863449086716124, 0.0, 0.008793895595511183, 0.0, -0.029261467139664633, 0.0, 0.044027825232914736, 0.0, -0.05048112165570451, 0.0, 0.04737626734850421, 0.0, -0.03511299119828132, 0.0, 0.01576175327787619, 0.0, 0.007194741570673005, 0.0, -0.029391389001277392, 0.0, 0.04632198343990254, 0.0, -0.054186737874603944, 0.0, 0.0507067747505945, 0.0, -0.0357475423801772, 0.0, 0.011605261911073977, 0.0, 0.017152946158295886, 0.0, -0.04434639012744583, 0.0, 0.06328961437778816, 0.0, -0.06822468003043314, 0.0, 0.0558424210228977, 0.0, -0.0265955094393392, 0.0, -0.014542176744307241, 0.0, 0.05818502273761193, 0.0, -0.09177011853428324, 0.0, 0.10202592014798156, 0.0, -0.0785984087488667, 0.0, 0.018540652415225893, 0.0, 0.06886318105111022, 0.0, -0.1576564686004257, 0.0, 0.20199959686439445, 0.0, -0.13507000076113715, 0.0, -0.12916166523155992, 0.0, 0.6907508684843067, 0.0, 0.4704743937741358]","True","False","0.00597100733620895","0.0056220759930867585","0.0026640067737127016","-1.126258752925935e-09"
"2048","101","1","0.002592858348938","4711.443902015686","[0.019451008022539417, -0.056423142352628484, 0.0878628074912285, -0.1108625519887324, 0.12337025215981429, -0.12438613296760938, 0.11412599581959318, -0.09409967263162679, 0.06688839350882915, -0.035831372609551014, 0.004592524172339286, 0.02315079483518519, -0.0442295801671803, 0.05631009821425124, -0.058319315259309445, 0.050635009292201605, -0.034934091683589116, 0.014026459017295554, 0.00861668628521423, -0.029133335184274987, 0.043967691030991664, -0.05046768492467464, 0.04746531325251941, -0.03524322793385159, 0.015909709023906576, 0.007129829202158645, -0.029319458562773393, 0.046220000692123474, -0.05416600569262702, 0.050811424613460617, -0.03597410204550829, 0.01183179490704533, 0.016927470280442832, -0.04414997459371107, 0.06315904127345637, -0.06835558964029119, 0.05598816971110606, -0.026990135468926632, -0.0142321183745493, 0.05783887073737695, -0.09170371563319571, 0.10235740109993982, -0.07907401139990639, 0.019212596554474166, 0.06824908660788451, -0.15752882932568557, 0.2024727452885021, -0.13608222420271318, -0.12817912095747278, 0.6915169276705672, 0.4695972420192371]","[0.0, 0.019415265611017096, 0.0, -0.056360405961912954, 0.0, 0.08784888148326125, 0.0, -0.11088776600528824, 0.0, 0.12338303028473663, 0.0, -0.12436821710411741, 0.0, 0.11411550740942487, 0.0, -0.09411343922945778, 0.0, 0.06690887182922278, 0.0, -0.03582447418256858, 0.0, 0.004578195647349782, 0.0, 0.023157165690457136, 0.0, -0.04420486747153987, 0.0, 0.05629008877428377, 0.0, -0.05834737746901095, 0.0, 0.05068212454281382, 0.0, -0.03495481363421234, 0.0, 0.013976206672449023, 0.0, 0.008672488686791338, 0.0, -0.029153185095207524, 0.0, 0.04395374022318409, 0.0, -0.050457845686063624, 0.0, 0.04741159533215536, 0.0, -0.03520351851114607, 0.0, 0.015891459994212098, 0.0, 0.00705268905346804, 0.0, -0.02927018060100025, 0.0, 0.04625498590165658, 0.0, -0.05420000318963775, 0.0, 0.05081157706314267, 0.0, -0.0359350839687691, 0.0, 0.011845252823074609, 0.0, 0.016909433288340124, 0.0, -0.044157282441998805, 0.0, 0.06320955993749733, 0.0, -0.06828922731700765, 0.0, 0.05605442940698354, 0.0, -0.026914571194863107, 0.0, -0.014197545043974307, 0.0, 0.0579250513385548, 0.0, -0.09170698500235637, 0.0, 0.10223542953107595, 0.0, -0.07907955300439906, 0.0, 0.019182442737203792, 0.0, 0.06828625709222311, 0.0, -0.15744009665741496, 0.0, 0.2023946339854567, 0.0, -0.1360697203827235, 0.0, -0.12814666430850746, 0.0, 0.6913367316282595, 0.0, 0.4694996534375311]","True","False","0.0010233523192697547","0.0007979162001721749","0.0006499922913252298","-5.65615110303952e-10"
"4096","101","1","0.0004874248236428","4628.146329164505","[0.01940984519945634, -0.056345493307759134, 0.08784732484426978, -0.11088366025983386, 0.12336652917614946, -0.12435264479750088, 0.11412422188627984, -0.09412948280454052, 0.06691755887476927, -0.03582158038845498, 0.004583707277183179, 0.023147808404533378, -0.04419674144133877, 0.056286801895164315, -0.058342884266537956, 0.05067303355042568, -0.034968487771575185, 0.01400846506322353, 0.008641428753171325, -0.029142538416221865, 0.043942264606996045, -0.05046605690203133, 0.047409222144293814, -0.03523882382276936, 0.015895227251533507, 0.007029538072871208, -0.029260143255046396, 0.04623289757311891, -0.05419941354153829, 0.050829103208522616, -0.03594716418918873, 0.011902232273788638, 0.016859070285370925, -0.0441427529181918, 0.06319539684897073, -0.06829836376676472, 0.05607950970025851, -0.02696615739784383, -0.014118541275276366, 0.05787881584219324, -0.09170043507974322, 0.1022683386821378, -0.07917869461080788, 0.019296530293027796, 0.06821183043024308, -0.15740349270879656, 0.2024597845818627, -0.13625773104530717, -0.12799147825458865, 0.6914883106036089, 0.46936784973144047]","[0.0, 0.019413257716238398, 0.0, -0.05635472769660936, 0.0, 0.08784052254348965, 0.0, -0.1108782931314625, 0.0, 0.12337423162735897, 0.0, -0.1243618071326398, 0.0, 0.11411282117885514, 0.0, -0.09411528836607161, 0.0, 0.06691521654025025, 0.0, -0.03583442324893677, 0.0, 0.004590075669922954, 0.0, 0.023145485257696993, 0.0, -0.04419564738194122, 0.0, 0.05628552436747612, 0.0, -0.05834895312567251, 0.0, 0.0506902296620907, 0.0, -0.03496871239957812, 0.0, 0.013994044383425181, 0.0, 0.00865349342401115, 0.0, -0.029136500258660523, 0.0, 0.04394276982358111, 0.0, -0.05045505012634206, 0.0, 0.047418173874164755, 0.0, -0.03521880709169488, 0.0, 0.01591293124074325, 0.0, 0.007029313883557523, 0.0, -0.029250294163281412, 0.0, 0.04624380764249919, 0.0, -0.05420167539292449, 0.0, 0.05082787639666622, 0.0, -0.035964626580801864, 0.0, 0.011883251303026142, 0.0, 0.01687078429442261, 0.0, -0.044127244622091874, 0.0, 0.06319690402729547, 0.0, -0.06829989013286751, 0.0, 0.056088883998799216, 0.0, -0.026966672470152317, 0.0, -0.014140905107389266, 0.0, 0.05788162579129413, 0.0, -0.09169495585418647, 0.0, 0.10226763454427465, 0.0, -0.07915632222345104, 0.0, 0.019286370933979887, 0.0, 0.06819146463472261, 0.0, -0.15740289433708576, 0.0, 0.20245666306815907, 0.0, -0.136231254483839, 0.0, -0.12798150048560047, 0.0, 0.6914360604551057, 0.0, 0.46933690525740773]","True","False","0.0001798606981912032","2.7019206440112922e-05","0.00017406701464284247","-1.0428713448362714e-10"
"8192","101","1","9.4072174437749e-05","4671.209105014801","[0.01940956247116931, -0.05635872585908261, 0.08783601469538471, -0.1108789112128051, 0.12337492195418202, -0.1243621262684504, 0.11411388056805763, -0.09411783193234322, 0.06691476411109074, -0.035834284589273575, 0.004584425492713919, 0.023141551467552236, -0.044192834764617946, 0.05628742971710526, -0.058349125969582555, 0.05069279443846058, -0.03497008664606155, 0.01399496942731944, 0.008651734682996924, -0.0291411955259886, 0.043943713391594134, -0.050453112910174625, 0.04742075107631594, -0.03521786425903736, 0.015911195175359275, 0.00702879115427798, -0.02925196801107804, 0.04624418508138155, -0.05420283142986895, 0.05083008549197781, -0.0359629188212142, 0.011882161875037182, 0.01687193684230754, -0.044128814579577715, 0.06319511050016406, -0.06829762653180149, 0.05608987826818262, -0.026965633632863025, -0.014142380621635102, 0.057879846089034494, -0.09169409750960195, 0.10227128488226611, -0.07915504236243372, 0.019288877659595992, 0.06818702189666344, -0.15740414838485037, 0.20246185515984724, -0.13623471830752054, -0.12798090108291743, 0.6914503975448338, 0.4693375940092366]","[0.0, 0.019413372123025966, 0.0, -0.056355151376172995, 0.0, 0.08784113449732112, 0.0, -0.1108789805750097, 0.0, 0.12337485496262682, 0.0, -0.12436227750946471, 0.0, 0.11411311386552322, 0.0, -0.09411533994038858, 0.0, 0.06691485471268635, 0.0, -0.03583387664465379, 0.0, 0.0045894994358830574, 0.0, 0.02314613496056843, 0.0, -0.04419627230665241, 0.0, 0.05628592494498047, 0.0, -0.0583490764534581, 0.0, 0.05069005749982118, 0.0, -0.03496841919745232, 0.0, 0.013993695025818032, 0.0, 0.008653935372269338, 0.0, -0.029136808020215316, 0.0, 0.04394267102449238, 0.0, -0.0504547177265804, 0.0, 0.04741761924792286, 0.0, -0.0352180430477121, 0.0, 0.01591206036806773, 0.0, 0.007030131439751921, 0.0, -0.029250836856632642, 0.0, 0.04624394074417183, 0.0, -0.05420162255585928, 0.0, 0.05082752455880513, 0.0, -0.035964075528066776, 0.0, 0.011882814217364389, 0.0, 0.016870988080720017, 0.0, -0.04412707955785893, 0.0, 0.06319631086978869, 0.0, -0.0682990601028122, 0.0, 0.05608784834532052, 0.0, -0.026965802794638307, 0.0, -0.014141316344884247, 0.0, 0.0578816916533206, 0.0, -0.09169475333821163, 0.0, 0.10226741824333775, 0.0, -0.07915653361620657, 0.0, 0.019287187531899036, 0.0, 0.06818988003331415, 0.0, -0.1574013601368669, 0.0, 0.20245644191676296, 0.0, -0.13623278185913332, 0.0, -0.12797957650313285, 0.0, 0.6914405074087653, 0.0, 0.46933169572807976]","True","False","4.039033492975186e-05","1.711357401190097e-05","4.02661683946981e-05","-3.3595537463071423e-10"
"16384","101","1","1.8797993353564467e-05","4736.582932949066","[0.019414472941399693, -0.0563554009457739, 0.08784013268211903, -0.11087918773457679, 0.12337518682586877, -0.12436249808067731, 0.11411297224612965, -0.09411478564976243, 0.0669153546167791, -0.03583434473833985, 0.004589840316485481, 0.023145479039083823, -0.044196502038059256, 0.056286612809410254, -0.05834977678352872, 0.05069055507920269, -0.034968231094045794, 0.013993356624387549, 0.008654456058247866, -0.029136484032830517, 0.04394182126957975, -0.05045461768661766, 0.04741723878436524, -0.035218653279131366, 0.015913473893340923, 0.007030673355238847, -0.02925106120542157, 0.046243756109515644, -0.05420208823743035, 0.05082709029057016, -0.03596434386771274, 0.011883510690483264, 0.016870996855335708, -0.0441266022500069, 0.06319614271380623, -0.06829871291634441, 0.056088170445287314, -0.0269662600329099, -0.01414114488661458, 0.05787961204432843, -0.09169502387685027, 0.10226835746840199, -0.07915864103649661, 0.019287967189169454, 0.06818919820203005, -0.15740187714887885, 0.20245767252177121, -0.13623523364054343, -0.12797818366085437, 0.6914441738259398, 0.46933137035787764]","[0.0, 0.019413396178107632, 0.0, -0.05635513339966548, 0.0, 0.08784116069848064, 0.0, -0.11087901740253717, 0.0, 0.12337488228576557, 0.0, -0.1243623342644472, 0.0, 0.11411318136735887, 0.0, -0.0941153582695536, 0.0, 0.06691497221782758, 0.0, -0.03583395868609905, 0.0, 0.004589529970664526, 0.0, 0.02314608612094732, 0.0, -0.0441962613051476, 0.0, 0.05628596727857689, 0.0, -0.05834908999298693, 0.0, 0.05069017196298657, 0.0, -0.034968570648426636, 0.0, 0.013993842408519655, 0.0, 0.008653737923168233, 0.0, -0.02913661415940651, 0.0, 0.04394258019104459, 0.0, -0.0504546154112272, 0.0, 0.04741764210125578, 0.0, -0.03521815107389662, 0.0, 0.015912234437303545, 0.0, 0.007029907402114607, 0.0, -0.02925064392470436, 0.0, 0.04624389132757477, 0.0, -0.054201583851141086, 0.0, 0.050827656412131855, 0.0, -0.03596434280173203, 0.0, 0.011883128775815387, 0.0, 0.016870606232261012, 0.0, -0.04412673284923024, 0.0, 0.06319612753103207, 0.0, -0.06829898742873489, 0.0, 0.05608805116583308, 0.0, -0.02696616426950612, 0.0, -0.014140905338185746, 0.0, 0.05788128678393506, 0.0, -0.09169461120764097, 0.0, 0.10226767953511551, 0.0, -0.07915714606771174, 0.0, 0.019288178831321348, 0.0, 0.06818906443603356, 0.0, -0.15740110440024313, 0.0, 0.20245708505664622, 0.0, -0.13623451027590328, 0.0, -0.12797785095308045, 0.0, 0.6914415779838845, 0.0, 0.4693300549282496]","True","False","1.3821562587335023e-05","9.677384713493412e-06","9.564239837667188e-06","-1.4812484572246376e-11"
"32768","101","1","6.210349868335894e-06","4752.574786663055","[0.01941319248322955, -0.05635516477220757, 0.08784124424338707, -0.1108786983740041, 0.12337473155201388, -0.12436243667025815, 0.11411319954197201, -0.09411539311736059, 0.06691494688352732, -0.03583407686498353, 0.004589490454160788, 0.023145941945321383, -0.044195907062516596, 0.05628602751029565, -0.058348904854110525, 0.050690397380694405, -0.03496880269528421, 0.013993914715772472, 0.00865330630118391, -0.02913638653034757, 0.04394241042583225, -0.05045458593460321, 0.04741809016171186, -0.035218225617434616, 0.015912393804429246, 0.007029736279901945, -0.029250515838766953, 0.046243699475014964, -0.05420144648424095, 0.05082764290559624, -0.03596496737144361, 0.011883404998253301, 0.016869977000736777, -0.04412636971555581, 0.0631958880973228, -0.06829912487769409, 0.056088226688401306, -0.026966990413490443, -0.01413995547647227, 0.0578805926878303, -0.09169455047203713, 0.1022679879612565, -0.07915867410535066, 0.01928975854345054, 0.06818801066133429, -0.1574011266494955, 0.20245818847485547, -0.13623653039320807, -0.1279758130670247, 0.6914436789739348, 0.4693284679977221]","[0.0, 0.019413352295538547, 0.0, -0.056355058476812485, 0.0, 0.08784106821889356, 0.0, -0.11087890656490176, 0.0, 0.123374787870865, 0.0, -0.12436225785587501, 0.0, 0.11411315415697085, 0.0, -0.0941153942505357, 0.0, 0.06691502641992123, 0.0, -0.03583406511324394, 0.0, 0.004589678065584316, 0.0, 0.023145934784461045, 0.0, -0.0441961431334002, 0.0, 0.056285912236551876, 0.0, -0.05834909400832752, 0.0, 0.050690263229593135, 0.0, -0.03496876577972859, 0.0, 0.013994074826011983, 0.0, 0.008653506132285691, 0.0, -0.029136419446160185, 0.0, 0.043942454596635976, 0.0, -0.050454584944481726, 0.0, 0.04741771690901425, 0.0, -0.03521833487772471, 0.0, 0.015912466138278722, 0.0, 0.007029644665623913, 0.0, -0.029250388849821982, 0.0, 0.04624372998193131, 0.0, -0.05420157683489481, 0.0, 0.05082782813694654, 0.0, -0.035964699447905805, 0.0, 0.011883595985686054, 0.0, 0.016870091246894023, 0.0, -0.04412630890803976, 0.0, 0.0631959591107317, 0.0, -0.06829912061756979, 0.0, 0.0560884918498697, 0.0, -0.026966833355700888, 0.0, -0.014140198196893286, 0.0, 0.057880738895407124, 0.0, -0.09169449348683904, 0.0, 0.1022681003567204, 0.0, -0.07915810775717544, 0.0, 0.01928946983370217, 0.0, 0.06818789432415082, 0.0, -0.15740066644171907, 0.0, 0.20245790783138295, 0.0, -0.13623657766051112, 0.0, -0.1279757620477706, 0.0, 0.6914428337323378, 0.0, 0.46932799353150045]","True","False","3.0431615178905247e-06","4.960396784159382e-07","2.735229339467793e-06","-1.4920886748370776e-10"
