"npts","degree","parity","convergence_diff","iteration_time","coefs_json","coefs_recovered_json","constraint_violated_coef","constraint_violated_rec","max_abs_coef","max_abs_rec","diff_coef_vs_gt262144","diff_rec_vs_gt262144","sup_diff_vs_gt262144","sup_diff_rec_vs_gt262144"
"151","151","1","inf","279.4304692745209","[0.019033331566373834, -0.05466525174904157, 0.08467544802778447, -0.10779163311576802, 0.12165079036229555, -0.12294917862020806, 0.11136799407189382, -0.0904738089148646, 0.06404720256681803, -0.03438554925023381, 0.004875992688681376, 0.01943431480290701, -0.03572190665560562, 0.04509250696954304, -0.048705746238052613, 0.045189617518892604, -0.03398610423992852, 0.018252017135103403, -0.0016822754453219375, -0.014789685021260093, 0.030114600492838327, -0.03984110390136851, 0.039892881263735566, -0.03178947304975819, 0.020116426690929647, -0.006582403215666012, -0.00888117779450357, 0.02292257958867698, -0.030517348590327294, 0.031611319452646454, -0.030207005345062137, 0.02657078517746393, -0.016562518017955385, -3.884028958221873e-05, 0.017066026646906745, -0.029958312180357976, 0.039480094704056744, -0.044307923242723445, 0.037584862783873074, -0.016728500735870958, -0.009434856151540591, 0.029987356179098916, -0.042847776140719725, 0.04936410194436453, -0.0447183867261069, 0.0246894192576575, 0.002178154682116424, -0.021679125256789965, 0.03166867628007729, -0.039996496629642664, 0.045869948531531646, -0.03885457168827388, 0.018652766433120426, 0.0013604635046205365, -0.01620363183908475, 0.036411569517830374, -0.06259043472179288, 0.07217804383705825, -0.04868248073338778, 0.0073520626707201785, 0.02917710654279973, -0.06301297793605895, 0.09909332329708756, -0.10754745255218859, 0.05311667723310067, 0.039776864360398845, -0.10254058655877604, 0.11326078054145124, -0.11166170409447386, 0.09538543630134352, 0.01800831720983219, -0.23594356194511365, 0.34416849363307866, -0.04839949711122733, -0.754206646731206, -0.36166223330665564]","[0.0, 0.018850634130547873, 0.0, -0.05484323444686319, 0.0, 0.08553693044669106, 0.0, -0.1077067805989097, 0.0, 0.11931861221131373, 0.0, -0.12000734101224296, 0.0, 0.11022444191180282, 0.0, -0.0912630496939569, 0.0, 0.06549075073431117, 0.0, -0.03642198642363532, 0.0, 0.007563603113903267, 0.0, 0.018087572150354444, 0.0, -0.03785949852974194, 0.0, 0.04944986452428416, 0.0, -0.05187756355440781, 0.0, 0.04589626703933207, 0.0, -0.03336564919559197, 0.0, 0.016504888135443083, 0.0, 0.0020095373884936444, 0.0, -0.018925073430057525, 0.0, 0.031402091109202834, 0.0, -0.037965933167853634, 0.0, 0.03818345913122127, 0.0, -0.03204834432304064, 0.0, 0.0202689908351235, 0.0, -0.00508751632532485, 0.0, -0.010443663162479862, 0.0, 0.02372453704876639, 0.0, -0.032921321297199366, 0.0, 0.03634027380279969, 0.0, -0.032670737958812944, 0.0, 0.02254366226087337, 0.0, -0.008333162423475732, 0.0, -0.007074696780208429, 0.0, 0.021524307769883903, 0.0, -0.03238531812495983, 0.0, 0.036938262690672914, 0.0, -0.033720187640777555, 0.0, 0.024013039155383276, 0.0, -0.009940660931850653, 0.0, -0.00649127606521479, 0.0, 0.022931455047679617, 0.0, -0.03539133388994625, 0.0, 0.04039785278909681, 0.0, -0.03693307686485467, 0.0, 0.0262489280353514, 0.0, -0.009474227359697933, 0.0, -0.011249615567064775, 0.0, 0.03138963531178619, 0.0, -0.04476699651797213, 0.0, 0.048029124858958126, 0.0, -0.040949807667518046, 0.0, 0.024550825890911898, 0.0, -5.65478132817346e-05, 0.0, -0.027602431164409448, 0.0, 0.05020274794126195, 0.0, -0.06056846131162204, 0.0, 0.05670088685024899, 0.0, -0.03879455677147203, 0.0, 0.007649417019885775, 0.0, 0.03209466315438428, 0.0, -0.06787079159296797, 0.0, 0.08545956671202978, 0.0, -0.07738192799767685, 0.0, 0.044224233283451014, 0.0, 0.010449347015973633, 0.0, -0.07627148326219907, 0.0, 0.12873248835238782, 0.0, -0.1338590787471296, 0.0, 0.0694771835010749, 0.0, 0.05846455044543464, 0.0, -0.2080105769068537, 0.0, 0.2800916837757457, 0.0, -0.07789597076941489, 0.0, -0.7143984688784255, 0.0, -0.34677200773330613]","True","False","0.3294271443313992","-4.214858048579018e-06","0.12821370859884848","0.055127543456635356","0.3410221636943517","0.10111507899215746"
"256","151","1","0.1343743648994086","282.56702399253845","[0.01597525522241862, -0.050547791012142684, 0.08705090980304671, -0.11453218728513723, 0.12613639321315032, -0.1207995069841169, 0.10581348588489824, -0.09278312685550406, 0.07235256003551753, -0.033655590530156265, -0.010505386771635828, 0.021221104257937863, -0.017076824740138618, 0.06612030052794397, -0.03966571683466495, 0.04850223647419116, -0.03385162023845601, 0.017801557981454916, 0.0001964964161763873, -0.01906774473330007, 0.03276583921175555, -0.043208704261956096, 0.04134381847829463, -0.03198608981206896, 0.018402172310557054, -0.0008581928574519757, -0.014884111239736764, 0.027221897189450096, -0.035064820430445794, 0.03575256426458967, -0.027968856719623326, 0.017408724302824377, -0.006213061418917728, -0.008605172735159025, 0.023117837396849323, -0.03175382390250074, 0.033984126966385995, -0.03282069057150765, 0.02315016753636343, -0.007690117017557006, -0.0067273948599079385, 0.026500512158910663, -0.036769002598226644, 0.04137522817338579, -0.036527725788428556, 0.023261434626479522, -0.007529318207370028, -0.020141111331146818, 0.030605948280070124, -0.0497222445117929, 0.049829669398048795, -0.035143815747425845, 0.019269544544955004, 0.004353575381216484, -0.034091608952623975, 0.05727843229850091, -0.06268033247419076, 0.05314330311808146, -0.030805917001959244, -0.0036549347072944963, 0.042419416225346875, -0.07476926997051829, 0.0881239264416797, -0.07305536194846389, 0.028987653563795228, 0.0308277705793034, -0.09092569264320276, 0.13077557483305402, -0.12256968038848567, 0.05248774651865721, 0.07773535175211518, -0.22131703368082728, 0.2731494701041129, -0.04527873191491302, -0.7437909586888084, -0.37527585946614334]","[0.0, 0.019351915496873116, 0.0, -0.055963924361749594, 0.0, 0.0868774577472414, 0.0, -0.10929533495341481, 0.0, 0.12114532138665121, 0.0, -0.12164470707403602, 0.0, 0.11120222142450067, 0.0, -0.09118214981542644, 0.0, 0.06467170512533815, 0.0, -0.03510329730507555, 0.0, 0.0059482469406362285, 0.0, 0.020030141349204746, 0.0, -0.039596690497876515, 0.0, 0.04982783033708556, 0.0, -0.05219450741058926, 0.0, 0.045520505244184994, 0.0, -0.032374984457531564, 0.0, 0.014972042539678853, 0.0, 0.0037366500137663624, 0.0, -0.020522296952085278, 0.0, 0.03298307954616983, 0.0, -0.03896864830344545, 0.0, 0.03824348394324255, 0.0, -0.030885504633342414, 0.0, 0.018222749947855624, 0.0, -0.00271232908552326, 0.0, -0.012966896725836001, 0.0, 0.026048058139847376, 0.0, -0.03408747700339655, 0.0, 0.03586256146010952, 0.0, -0.031085507856020274, 0.0, 0.02028970069971174, 0.0, -0.005463752805351605, 0.0, -0.010272570505575888, 0.0, 0.02415891622521339, 0.0, -0.033623880920236396, 0.0, 0.036685395746842334, 0.0, -0.03230003288292042, 0.0, 0.02146544694422811, 0.0, -0.006029043699153944, 0.0, -0.011335796256612952, 0.0, 0.02654665794857564, 0.0, -0.03707102680872047, 0.0, 0.040072994760746994, 0.0, -0.034696509307201896, 0.0, 0.021487758499411102, 0.0, -0.0027018501715648435, 0.0, -0.01713991481192672, 0.0, 0.03516459028376154, 0.0, -0.04533040428837434, 0.0, 0.046197640299212556, 0.0, -0.036375605916557474, 0.0, 0.016551609049610734, 0.0, 0.008832920388045997, 0.0, -0.03380605137116084, 0.0, 0.0525672189932172, 0.0, -0.05975742894179181, 0.0, 0.05171445201153817, 0.0, -0.028472666250596596, 0.0, -0.0054840951004645425, 0.0, 0.04221070333449589, 0.0, -0.07125069962010473, 0.0, 0.08254931804307938, 0.0, -0.0689588554269125, 0.0, 0.029535884468875263, 0.0, 0.028603411548456303, 0.0, -0.08875890828051272, 0.0, 0.12725579507521945, 0.0, -0.11952640703170601, 0.0, 0.0494549881474238, 0.0, 0.07684700837327313, 0.0, -0.21465855291027552, 0.0, 0.2617972939766643, 0.0, -0.04056924472810984, 0.0, -0.7189062814148586, 0.0, -0.3628261679314192]","True","False","0.10643936484797134","-2.9701103243517935e-07","0.1270744644568065","0.11935898775463855","0.28046666801710735","0.24506744479117162"
"512","151","1","0.0986294345644323","304.1367540359497","[0.01915360440773545, -0.05501761205508862, 0.08609374307082189, -0.1082994166712555, 0.12055607981266475, -0.12083508120729808, 0.11115307090295835, -0.0919121702831082, 0.06571897028693714, -0.036129130016974875, 0.006756704625658093, 0.01917607834956144, -0.03853863724772287, 0.049637317794930094, -0.05201001805522154, 0.04585005117986161, -0.03291355356011633, 0.015949962511920945, 0.00202767259387761, -0.018626733392273737, 0.030990961651500597, -0.03851009296692939, 0.03783026590373824, -0.032387844430642715, 0.019467089495732906, -0.005685967911365827, -0.01039830622459648, 0.024546478500360878, -0.033094238632707385, 0.03572263468258569, -0.03233633301663993, 0.021883466470071777, -0.008052902383941877, -0.006896797250178458, 0.021220676073176764, -0.0319800381790437, 0.036105306646981916, -0.033309748984315, 0.02462740284621446, -0.010889444538688285, -0.0061775231082673195, 0.023197299098160897, -0.03573577049482472, 0.040940325691289, -0.03769191208068039, 0.026654891472360047, -0.00809469636418905, -0.01128687585692655, 0.0348487083804425, -0.04067581924261058, 0.051734781108104866, -0.03926955851630572, 0.020659814111490826, -0.0011134643575458334, -0.02586371421799875, 0.05116972122361199, -0.06115580447049276, 0.05547900736812857, -0.037495923103962985, 0.008006802063994753, 0.030414257108252473, -0.06701485293676744, 0.08715532194291982, -0.08032506070208661, 0.044846060987459926, 0.012237839992419569, -0.07666357382905205, 0.12646497546595803, -0.13491602137442338, 0.07808048591974223, 0.04808322079752042, -0.20674643318022207, 0.29130738155261426, -0.09511181199617026, -0.7265790829752569, -0.3358954207270501]","[0.0, 0.019091581417740356, 0.0, -0.055365037126305056, 0.0, 0.08614431369235942, 0.0, -0.1084915268748026, 0.0, 0.1203936992078693, 0.0, -0.12101565230591164, 0.0, 0.11080559091066725, 0.0, -0.09138336298540162, 0.0, 0.06536800121629567, 0.0, -0.036021147727837294, 0.0, 0.006877513597377809, 0.0, 0.018775169994664373, 0.0, -0.038146747101775416, 0.0, 0.04941690802055963, 0.0, -0.05187425355968583, 0.0, 0.04602500896728312, 0.0, -0.033395674026346696, 0.0, 0.016413296962247928, 0.0, 0.002026508545885926, 0.0, -0.018943490308760413, 0.0, 0.031752749354591256, 0.0, -0.03853024642053239, 0.0, 0.03847144787696462, 0.0, -0.031763942663229204, 0.0, 0.019800000388037572, 0.0, -0.004630833437565185, 0.0, -0.010958602605261221, 0.0, 0.024301390425745004, 0.0, -0.03309299053871717, 0.0, 0.03577678696021634, 0.0, -0.03184080283805681, 0.0, 0.0220403900710276, 0.0, -0.008082554282345241, 0.0, -0.0074937462146505785, 0.0, 0.021789730286085433, 0.0, -0.03205787370868572, 0.0, 0.03630109268105243, 0.0, -0.0335152760456412, 0.0, 0.02401168481085705, 0.0, -0.00943797128052474, 0.0, -0.0074513822191977575, 0.0, 0.0234071513410384, 0.0, -0.03513052037403047, 0.0, 0.04000895069344759, 0.0, -0.036641660638422405, 0.0, 0.025293387593052108, 0.0, -0.007866374901311403, 0.0, -0.012250422674265272, 0.0, 0.030822174492609242, 0.0, -0.043666345755047534, 0.0, 0.04734807758827657, 0.0, -0.04029779744040721, 0.0, 0.023138532163292376, 0.0, 0.0010418197501611145, 0.0, -0.02706079003481565, 0.0, 0.04873117099053603, 0.0, -0.060062338360495626, 0.0, 0.056805774835992695, 0.0, -0.037800660657498444, 0.0, 0.005928140064315249, 0.0, 0.0318850022012613, 0.0, -0.0655972323595454, 0.0, 0.08425190648797234, 0.0, -0.07882905622903183, 0.0, 0.045615698753677235, 0.0, 0.010846895739486818, 0.0, -0.07603530084491802, 0.0, 0.12651443701260068, 0.0, -0.13445827723683543, 0.0, 0.07704698788438416, 0.0, 0.04877022660216182, 0.0, -0.20543177361146858, 0.0, 0.2882607576004224, 0.0, -0.09317905966346753, 0.0, -0.7205029418192981, 0.0, -0.33277926447561623]","True","False","0.025714108989613127","-4.704721168202752e-08","0.03243041507616785","0.03098844350986007","0.07114474537024565","0.06330172481886263"
"1024","151","1","0.0284630750569396","305.36479902267456","[0.019185030663191317, -0.05544228390623632, 0.0859799213373617, -0.10820772483188207, 0.12011100872157565, -0.12061853706600578, 0.11041419954907042, -0.0913945612589395, 0.06578502435526937, -0.03656349668823138, 0.007465961894841331, 0.018228046525177136, -0.03792363130362575, 0.049459239516590765, -0.05204215511030197, 0.04636908520563761, -0.03373012929487887, 0.016554857691586735, 0.0017193525245905827, -0.01851314486992415, 0.031483354426973066, -0.03803016098612938, 0.03859070174332219, -0.03152084142043601, 0.02084217652313822, -0.004687683099512735, -0.009654209069873722, 0.023646111573020125, -0.033243169163387, 0.03522737973884435, -0.03228803487126812, 0.023069715446992257, -0.008501943024933132, -0.006838779411693825, 0.02054857355766446, -0.03150694545149178, 0.03659472015528719, -0.03374887776365006, 0.024412857154583367, -0.010729314378554374, -0.005813121404096057, 0.02241218888271878, -0.03487570405995195, 0.04005290067027343, -0.037052417486721174, 0.026429113144884248, -0.009574705387255786, -0.010665961329634767, 0.029802989738680796, -0.043123696457597435, 0.04733390292172165, -0.04110706351302198, 0.025055201994843332, -0.0016904576788543228, -0.024524853186095295, 0.0473576933328489, -0.06019772935691665, 0.05836319447819553, -0.040568000351183735, 0.009405598061842472, 0.028513800467117795, -0.06344281935201254, 0.08441219729044787, -0.08171979230794464, 0.050588710645174416, 0.005185147767706567, -0.07176474948656311, 0.12584297184603946, -0.13860194140891874, 0.0854441923329718, 0.039603612636242444, -0.20177780314465418, 0.29596323322660895, -0.10961237718959904, -0.7211952415527566, -0.32485174455900084]","[0.0, 0.019021665153378987, 0.0, -0.05518940850460538, 0.0, 0.08591310585552048, 0.0, -0.10821990178226598, 0.0, 0.12012762862443882, 0.0, -0.1208250360213511, 0.0, 0.11072171852399333, 0.0, -0.09143548033319365, 0.0, 0.06555039381807358, 0.0, -0.036318352644198484, 0.0, 0.0072317627589042685, 0.0, 0.018395626101890637, 0.0, -0.037815371294096026, 0.0, 0.049202853150517374, 0.0, -0.05183574758710476, 0.0, 0.0461430252092181, 0.0, -0.033682017536927344, 0.0, 0.01685130813842213, 0.0, 0.0015379875867389185, 0.0, -0.0184703602641426, 0.0, 0.031363128297143814, 0.0, -0.03832846409959746, 0.0, 0.03849013294647814, 0.0, -0.0320316597023229, 0.0, 0.020262422655477327, 0.0, -0.005244291887920744, 0.0, -0.01030590415027932, 0.0, 0.023761463597541457, 0.0, -0.03274122220419771, 0.0, 0.03569937762327982, 0.0, -0.03210471931604211, 0.0, 0.022602058265261262, 0.0, -0.008837925172034834, 0.0, -0.006638799717979461, 0.0, 0.021010444181655236, 0.0, -0.03155410434396291, 0.0, 0.03616676541425054, 0.0, -0.03381654815530473, 0.0, 0.024739429532478298, 0.0, -0.010497078234048784, 0.0, -0.006288565308933063, 0.0, 0.0223816847608471, 0.0, -0.034476442179248556, 0.0, 0.039892302481360685, 0.0, -0.03716932475856452, 0.0, 0.026406112405401402, 0.0, -0.009384388957177223, 0.0, -0.010634243542694027, 0.0, 0.029503973711609455, 0.0, -0.042958520031749006, 0.0, 0.04753092003681319, 0.0, -0.04141264301458433, 0.0, 0.025054051933853183, 0.0, -0.001315116710630456, 0.0, -0.024863626904390198, 0.0, 0.04730131341277838, 0.0, -0.05988664327275047, 0.0, 0.058109985827794045, 0.0, -0.040479000994554766, 0.0, 0.009416514985686922, 0.0, 0.02851932736647515, 0.0, -0.06345550324513832, 0.0, 0.08426170329483049, 0.0, -0.08141416705011953, 0.0, 0.05036807740948771, 0.0, 0.005214442361619772, 0.0, -0.0716095576687108, 0.0, 0.1255453886726009, 0.0, -0.13835622538976097, 0.0, 0.08525561342003998, 0.0, 0.03968663435953526, 0.0, -0.2015029845029015, 0.0, 0.2952701301663342, 0.0, -0.10923227533363311, 0.0, -0.7198190395861723, 0.0, -0.32423399781385254]","True","False","0.005582679506493271","-5.9126709084367235e-09","0.004876707712319523","0.00424919619833998","0.011262127456403925","0.008334890105092285"
"2048","151","1","0.0043275493233764","309.64647006988525","[0.019032295053211492, -0.05520431282264853, 0.08592465875343114, -0.1082256944161088, 0.12007256308492392, -0.12073572287287564, 0.11072387969186911, -0.0914589651759699, 0.0655195291626604, -0.03642275227161679, 0.007411937204827169, 0.018466787438037518, -0.0379190114685632, 0.0490682005887973, -0.05182307162177312, 0.04627590172248527, -0.033653315824283735, 0.016867763148826705, 0.0014971786373558533, -0.01856702410942374, 0.03115470754727563, -0.038271521553543374, 0.03861639888061166, -0.031960105855425316, 0.02038046035794851, -0.00513930089678929, -0.010184253010108111, 0.023678777739844583, -0.03260592307743995, 0.035728933300061154, -0.03213525899288426, 0.022643708142979363, -0.008867346389206355, -0.006539599000484184, 0.020843483052265445, -0.03148138535222667, 0.03616878762584748, -0.033867723673532725, 0.024830127349606875, -0.010539615007436783, -0.006198305741776835, 0.02218569460193919, -0.03435350035098047, 0.03988977115812142, -0.037236317869374536, 0.026561857570158942, -0.009541721784076867, -0.010530976680245906, 0.02936269834870435, -0.042825144407266806, 0.04749916905807754, -0.04147155756324896, 0.02524672713586102, -0.0016391370180219304, -0.024566112142956956, 0.04711172171477488, -0.05981421599979825, 0.05823029648899233, -0.04080591889702, 0.009882127581461257, 0.02803914762519557, -0.06315701240370494, 0.08427460366648297, -0.0817707938003725, 0.05099785835026955, 0.004495992720523894, -0.0710046768990678, 0.1253827027453985, -0.1389183132152315, 0.08641872315852007, 0.038377353527054354, -0.20093824185670905, 0.2963730690312001, -0.11164594109034529, -0.7200402041850392, -0.32307514047618796]","[0.0, 0.019028993250934458, 0.0, -0.055187303203715725, 0.0, 0.08588655051304138, 0.0, -0.10819264918462876, 0.0, 0.12010428247179053, 0.0, -0.1208035549010138, 0.0, 0.1107182515652575, 0.0, -0.09144376623788822, 0.0, 0.06556974386542243, 0.0, -0.03634798897769964, 0.0, 0.007266499403044633, 0.0, 0.01836201506997958, 0.0, -0.037792874901519544, 0.0, 0.04918314209449028, 0.0, -0.05182156367641265, 0.0, 0.04615581343000226, 0.0, -0.03370521412680847, 0.0, 0.016877522218721012, 0.0, 0.0014777579464997869, 0.0, -0.0184205505358873, 0.0, 0.031317196639157906, 0.0, -0.038308929714533826, 0.0, 0.03849575445977985, 0.0, -0.03203721091689464, 0.0, 0.020300185126926395, 0.0, -0.00529709462616508, 0.0, -0.010235906919718957, 0.0, 0.02369894464210038, 0.0, -0.03268777414502462, 0.0, 0.03567776252276483, 0.0, -0.0321266510754752, 0.0, 0.022637169399381055, 0.0, -0.008921736707033699, 0.0, -0.006550156527039691, 0.0, 0.02092967880069852, 0.0, -0.03148134451153578, 0.0, 0.03613768517204397, 0.0, -0.03383312603141948, 0.0, 0.024802939543283487, 0.0, -0.010601305041142237, 0.0, -0.006170227378536458, 0.0, 0.02225803644543268, 0.0, -0.0343739477404546, 0.0, 0.03985812408161646, 0.0, -0.03721174249616166, 0.0, 0.02651579377656192, 0.0, -0.009550959366127772, 0.0, -0.0104531169566954, 0.0, 0.0293431707336592, 0.0, -0.042851237327270655, 0.0, 0.04751829344222387, 0.0, -0.041518759474928, 0.0, 0.02526257755844414, 0.0, -0.0015839193950690075, 0.0, -0.024591329616562418, 0.0, 0.04709654362016577, 0.0, -0.05983047377264109, 0.0, 0.05825085720290135, 0.0, -0.04078492960364945, 0.0, 0.009834637476478898, 0.0, 0.028078673494693715, 0.0, -0.06315819391363112, 0.0, 0.08423325833136189, 0.0, -0.08171299086470296, 0.0, 0.05097719481421468, 0.0, 0.004473601053964899, 0.0, -0.0710084231341149, 0.0, 0.12537593645873152, 0.0, -0.13886003365673005, 0.0, 0.08637299960010585, 0.0, 0.038386689483749, 0.0, -0.20089929732124234, 0.0, 0.2962386017929075, 0.0, -0.11155617126079559, 0.0, -0.719733507419474, 0.0, -0.3229526395483622]","True","False","0.0014782646948932054","-4.086698979222092e-09","0.0008203393027925194","0.0005177541440007367","0.001692837699280747","0.0009595947313008613"
"4096","151","1","0.0007320844107035","327.7550840377808","[0.01902311222905813, -0.05516508136163988, 0.08588519724383085, -0.10822326523296794, 0.12011658208882041, -0.1208008942428861, 0.1107069507684297, -0.0914296973805171, 0.06557542659753275, -0.03634539751546538, 0.0072573018230727765, 0.01835521075404305, -0.0377795582497655, 0.04917305147399689, -0.05182780237193117, 0.04616200144763539, -0.03370973643173259, 0.016874451952338294, 0.00149992393101396, -0.01840294972329533, 0.031308154520969196, -0.03829515996111496, 0.03848802933750882, -0.03203331237723185, 0.020319721279093112, -0.005304027853472363, -0.010206564718864086, 0.02372263623196522, -0.032695043359334486, 0.03567687330813442, -0.03211828308796872, 0.022602477659380223, -0.008957863292776973, -0.0065420110958463815, 0.02092196281341818, -0.03146008536826813, 0.03616465560691662, -0.033823044522095336, 0.024784726289993744, -0.010635607730019042, -0.00615907784504004, 0.022254104393259738, -0.03436717803373957, 0.039873720585231094, -0.037195928828083306, 0.026499300521599076, -0.009584111252119715, -0.010426649858727561, 0.029342026108428888, -0.04283936949716307, 0.04750854066111359, -0.04153572011072785, 0.02528194013843772, -0.0016019079251771112, -0.02456231266336123, 0.04709839525607798, -0.05983850500920063, 0.058221735433972445, -0.04080021060319353, 0.009900471020861968, 0.028049828159238996, -0.06315090027534735, 0.08420685122556296, -0.08170555309478474, 0.05104644951315997, 0.004378882021299939, -0.07096592848369773, 0.1253526352555376, -0.13887004573540584, 0.086490773284794, 0.03820756663778829, -0.20082064272135308, 0.2963824885093094, -0.11184061359879321, -0.7197799553733083, -0.3228115244136408]","[0.0, 0.01901812652608279, 0.0, -0.05518114451119485, 0.0, 0.08589333945603331, 0.0, -0.10819936252791981, 0.0, 0.12012031504262238, 0.0, -0.12080898981746394, 0.0, 0.11070443683701635, 0.0, -0.09143385661652043, 0.0, 0.0655656510513814, 0.0, -0.03634828997972776, 0.0, 0.00726777405294881, 0.0, 0.018361486984196554, 0.0, -0.03778468160676153, 0.0, 0.04917959843440054, 0.0, -0.051819318451964934, 0.0, 0.046154348278386034, 0.0, -0.03371391357936877, 0.0, 0.016871091770756262, 0.0, 0.0014836669287375212, 0.0, -0.018414362682204692, 0.0, 0.03131030554402587, 0.0, -0.03829109291235955, 0.0, 0.038487811731913735, 0.0, -0.032045695119714876, 0.0, 0.020305747814132954, 0.0, -0.005310184962582843, 0.0, -0.010226505003318868, 0.0, 0.02370471938754471, 0.0, -0.03268849461187826, 0.0, 0.03567976795773942, 0.0, -0.032118693929534176, 0.0, 0.022625689966854712, 0.0, -0.008931879443439667, 0.0, -0.006536955087982698, 0.0, 0.02091619930586732, 0.0, -0.031476830850361265, 0.0, 0.03614316549871712, 0.0, -0.03382678421882088, 0.0, 0.02480283411904044, 0.0, -0.010615954577529032, 0.0, -0.006160620838042366, 0.0, 0.02224677139164246, 0.0, -0.034365382582810015, 0.0, 0.039861603523131166, 0.0, -0.03721081540738462, 0.0, 0.026514575925685874, 0.0, -0.009565300913884672, 0.0, -0.010434412387929602, 0.0, 0.02933141130744591, 0.0, -0.04283802978792259, 0.0, 0.047511896754420725, 0.0, -0.041533729652668425, 0.0, 0.02528302970405445, 0.0, -0.0016001930908301838, 0.0, -0.024570692779407974, 0.0, 0.04708250877043357, 0.0, -0.059825686157177385, 0.0, 0.05824938933044739, 0.0, -0.040806459829626246, 0.0, 0.00987549192663715, 0.0, 0.028045207013557817, 0.0, -0.06313104282869501, 0.0, 0.08421745934027351, 0.0, -0.08172604170446815, 0.0, 0.051028538398206875, 0.0, 0.0043938404106515574, 0.0, -0.07093918427464208, 0.0, 0.12534784067216181, 0.0, -0.13889848109261865, 0.0, 0.08649045872291591, 0.0, 0.03823940982127705, 0.0, -0.20082451241173588, 0.0, 0.29634106714605757, 0.0, -0.11183920086376202, 0.0, -0.7197263934692182, 0.0, -0.3227838190264699]","True","False","0.00030668415219992085","-2.755222716643857e-10","0.00021205065422084458","0.00011516024285940181","0.00044014584903795395","0.00020803174064409902"
