"npts","degree","parity","convergence_diff","iteration_time","angles_json","coefs_json","out_json"
"101","101","1","inf","0.8617498874664307","[-0.2064947886363704, -0.5788252109829896, -0.18866320428622835, 0.3077188306075182, -0.1142378796409442, -0.0465159695613911, 0.11569497835122215, -0.15218932271111865, 0.09594449991140688, -0.006136293260179592, -0.06253951197249681, 0.07914695549773156, -0.08669204400393643, 0.05844527024105356, -0.014610222278587912, -0.014955504380657467, 0.03338284500111027, -0.053631592329853754, 0.061581116876795274, -0.05481481605516904, 0.004216079251065582, -0.0013053369358362516, -0.02426948392515028, 0.045436278186810224, -0.05686316490878121, 0.042687428893097575, -0.022206810330093363, -0.004394782747309718, 0.008504541697631426, -0.03201490985474077, 0.03889093140288935, -0.03978956245306445, 0.033007304135782026, -0.0314265119301011, 0.0019523639869735816, 0.01859870951115936, -0.03889561870656932, 0.03957993202184436, -0.05668868902372051, 0.031954680638140325, -0.025762660557555373, 0.010336644397538827, 0.012997183171955575, -0.05351652664443286, 0.07615717118119568, -0.0898394172096866, 0.09402887347773022, -0.09744294406940214, 0.07393488133628862, -0.04612143564138943, 0.02104578409290463, 0.011878792314144442, -0.04051506166805795, 0.06601757827801534, -0.0906967543148566, 0.09594637253525905, -0.09661889915649194, 0.08372493593343965, -0.06259152595953624, 0.030257305932756485, 0.0061481750041553415, -0.034864377296288586, 0.034078774595643825, -0.05996055232497149, 0.041503388057428356, -0.04499108530700253, 0.012779378329731106, 0.004578579356030323, -0.020694364213796623, 0.028914120322353246, -0.04378532092990926, 0.04163986187488586, -0.037381544491458446, 0.02040080489502315, -0.0005575593259672779, -0.028066112492107328, 0.047926333844802195, -0.055314903010074315, 0.0442030552249822, -0.02308555270021652, -0.004884759643133915, 0.01009695037262752, -0.04168454580899153, 0.050410405165688045, -0.054517384378603845, 0.03426247124874845, -0.01634143636646317, -0.000962060467429906, 0.04652892989399371, -0.08536628501666878, 0.086725754326837, -0.06471289949249598, 0.00023131935488807947, 0.09586692953845584, -0.1396376839157826, 0.11062323344427465, -0.047216712488694905, -0.09530603829536638, 0.29686076299860986, -0.18833100382067458, -0.5531279236596242, -0.19701912556877982]","[0.017049978064701564, -0.04953773196773134, 0.08167242297903216, -0.11230125391765348, 0.13091616920404794, -0.13310841475292487, 0.12188002287817683, -0.09665262764451861, 0.06265065953251324, -0.030689822676817975, 0.00015670086663449178, 0.03079357080236866, -0.05324595275403409, 0.06473579564241422, -0.0673562560087497, 0.05308974911212296, -0.023911300663821654, -0.002841572172837526, 0.023894170098212538, -0.042204430385507814, 0.0480995258604328, -0.04477133359207451, 0.04511295806091792, -0.036705529048948776, 0.00856663266571195, 0.02238002044627761, -0.05065739501074247, 0.07772440766544217, -0.07636235934665254, 0.03920653573396405, -0.0008972944595838633, -0.031523739829412464, 0.06639225320570209, -0.07433017174512713, 0.05464436704991071, -0.046990067316386185, 0.028691161865158618, 0.032783451913888394, -0.08410814199230549, 0.10292048771779139, -0.12111667929284103, 0.07259823455845615, 0.07815243499754788, -0.1746508818849114, 0.1561856019717028, -0.13112480530583956, -0.022126303313389023, 0.38911214454805365, -0.365449087471792, -0.7126399122599992, -0.22409808512468682]","{""iter"": -1, ""time"": 0.5173521041870117, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
"128","101","1","0.2602929932787695","0.6846890449523926","[-0.2750953465127555, -0.5976981319469342, -0.07843369414156304, 0.2573758192009194, -0.1913098568643037, 0.0042348393065304215, 0.0955059646260596, -0.12069000205629427, 0.10244449202369366, -0.04061137343344888, -0.008091881745029771, 0.06155544333475838, -0.08105055475754544, 0.06713119659551389, -0.0508880332539832, 0.0009906696102986738, 0.022172535536952656, -0.05960925524911164, 0.04761785237087004, -0.05422822613097554, 0.03163605999276189, -0.007576386603103081, -0.01677123750435446, 0.04180160876194331, -0.045877628188380225, 0.04382559883373109, -0.03291240771967723, 0.023136737552720908, 0.006869733121891152, -0.029864930794541136, 0.043891544781664106, -0.051704960260701385, 0.032061236285642246, -0.023905818685290247, 0.010717495065951302, 0.004875070716521198, -0.03735908795371977, 0.047320797967854177, -0.04970680652191414, 0.05817256253686159, -0.021343603370950256, 0.006393302584293782, 0.020924495159963606, -0.032765168751448984, 0.09980765509303888, -0.0783270588552768, 0.09822969076199901, -0.09521871223026664, 0.07606370816512392, -0.07068806550808451, 0.006868503569435531, 0.008993752839018973, -0.05689665994999806, 0.068762325019416, -0.09148644525555885, 0.10772206827357682, -0.07694801946324703, 0.10478007671324606, -0.031098809897726287, 0.0295623316719194, -0.007333871420785849, -0.03430355048744217, 0.04578905129030567, -0.05856751130964782, 0.04298127823667209, -0.04674753665604429, -0.003165625890720872, 0.006664165370414673, -0.01770209057973948, 0.03356718393202919, -0.04914866329628832, 0.053076845182619306, -0.031137535851587506, 0.0013910790836782626, 0.020149700750592872, -0.03476577681737783, 0.04445951179343922, -0.046549405839134174, 0.027900263547124368, -0.02618917444877761, -0.005854719903044848, 0.02465827431178404, -0.05465169775110115, 0.04755369348453062, -0.058778006868357185, 0.03211589293316504, 0.0011182719226560346, -0.04885604924146114, 0.06734730794516405, -0.07830803470775263, 0.063859195858462, -0.018819538020638998, -0.040915854334605, 0.09628816989240686, -0.12948726777433725, 0.08688431779197905, -0.012427759744169412, -0.1932771217022755, 0.2435525280806673, -0.0888680987635314, -0.5701874960188654, -0.2541826830228045]","[0.019775555385210978, -0.05834885703065897, 0.09236797745142454, -0.11681229510533085, 0.14065331592073088, -0.1073813944296485, 0.15618520578206604, -0.07228440423507955, 0.052560356486295666, -0.04838564875758913, 0.004826402686998691, 0.04820100719771575, -0.07249785529554767, 0.06665157030299368, -0.05247373631306083, 0.03934921590561673, -0.023951067373661396, 0.008776869381358573, 0.025632220658093043, -0.04889619356453048, 0.06768654008997928, -0.06566338955562628, 0.04097856678563644, -0.007660906063436164, -0.023538962697473454, 0.04352050304492509, -0.05671906462055266, 0.05437086980820006, -0.04620675501089363, 0.02807773615251372, 0.005632512840122289, -0.03819045471982694, 0.060932127278675786, -0.0715437964865984, 0.06756617897551606, -0.03460600389935129, -0.01637946393845871, 0.05251570346401678, -0.10141650930694879, 0.10256013841628565, -0.07323039715903623, 0.0004844075592349111, 0.09197293567960739, -0.1627052979348036, 0.16321033065037566, -0.0555649447701501, -0.1499406578136267, 0.3428725844743452, -0.23416227861034558, -0.7429439364138027, -0.29581860296866713]","{""iter"": -1, ""time"": 0.4753701686859131, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
"256","101","1","0.33031589626383395","0.5325250625610352","[-0.16715536487283475, -0.5494310146004052, -0.26442517430099366, 0.27009711335491843, -0.09364700781383485, -0.07835651263326747, 0.13740716345898527, -0.13621870210761133, 0.06369420511829546, 0.006450232117549631, -0.06426707973436968, 0.08038052645743174, -0.08035330357560505, 0.050682836696983036, -0.014744603014542144, -0.017813168291148804, 0.04912952829520506, -0.057442641468593604, 0.052312173032147975, -0.04612902481837422, 0.006180918060258915, 0.008315524508025186, -0.02609684253874073, 0.04576588639062649, -0.051693805747613, 0.03417031754663623, -0.0220972002618755, 0.006845483114105005, 0.014364444596063628, -0.033363778173696575, 0.03717691836924415, -0.04995985517110924, 0.0350325655448272, -0.012659955342958449, 0.0073976565418464, 0.01906554014368478, -0.034257818411393075, 0.03804602191415804, -0.05282900818642244, 0.04326999863288799, -0.03408740716893778, 0.0054261339711808255, 0.020227560669543825, -0.052932406163993195, 0.07744623008595396, -0.09364263848347884, 0.09726912928084949, -0.09933322043407972, 0.07780010788961925, -0.0542325795247443, 0.015812737453004298, 0.015424123463761118, -0.0506212943719202, 0.07912257730075824, -0.09689132683337258, 0.09582028837954858, -0.09459496293155016, 0.08065245573465189, -0.0539699351566697, 0.0237660796367495, 0.005623188856671575, -0.036062530470293966, 0.04466719282992294, -0.04642306216939687, 0.039994589341444786, -0.034618930040395283, 0.01869770205358316, 6.782785371749413e-05, -0.01572860558041596, 0.033745695388069735, -0.04861554232702155, 0.03945521957491946, -0.03202246307566589, 0.01678086666151256, 0.0024156540208678757, -0.020900595609189745, 0.03829709051263217, -0.051968815736229364, 0.04586563516097895, -0.02763160424068031, 0.009475735358257256, 0.01043964656497265, -0.041463934233201924, 0.054321526273479276, -0.05547903297593602, 0.050195747255904276, -0.017316864340335976, -0.010687674418481046, 0.05080158424679357, -0.07916224669607218, 0.0825780209078902, -0.06421340372871288, 0.008543459908094894, 0.06394291773628501, -0.13350082291540463, 0.13829315686929605, -0.07795314897695742, -0.09035224670868651, 0.2687397626111642, -0.26121849796533536, -0.5466906327869393, -0.16753674812618272]","[0.019479001712413402, -0.060299704060658404, 0.0947204056402632, -0.11590849054661724, 0.1267585253238197, -0.1242423639271476, 0.11528188021430877, -0.09588686280653928, 0.06680006051236148, -0.03206212571982886, -0.003416037275666456, 0.032989039410025026, -0.0541127582309936, 0.0603736670759048, -0.05588927266202051, 0.04694081296574971, -0.028157736318017008, 0.006342343589497551, 0.01563869480101848, -0.041529913526296786, 0.050934928209086884, -0.05256366743353226, 0.04260416308546252, -0.028508699053614674, 0.007076755766665956, 0.02262235071939834, -0.049356295131642226, 0.06043887808273853, -0.0550467788539037, 0.04344822544544738, -0.022177096355909125, -0.01825945285302816, 0.05072380250555038, -0.06399246726272619, 0.08265618504476074, -0.055966120225967565, 0.025499787552418374, 0.026718938407274666, -0.0758711798284483, 0.10795997512779658, -0.10599445012985073, 0.05987038556919512, 0.02533017145818997, -0.12526633160717648, 0.19205688669533835, -0.16020804304249545, -0.02091485933087435, 0.31667979345895614, -0.42323262891324503, -0.652026176568557, -0.17903179532974509]","{""iter"": -1, ""time"": 0.3358428478240967, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
"512","101","1","0.06154314845378277","0.6793811321258545","[-0.15008110845786843, -0.5469869325496113, -0.3091385404130278, 0.2637272034543909, -0.07533330131503335, -0.10135514044583112, 0.14414783771860723, -0.1284485437148238, 0.04722232193402348, 0.015132337262652428, -0.06940697213828659, 0.08060933882533704, -0.07565595906984882, 0.040619310456832564, -0.011924780195915143, -0.022556715010204655, 0.04394445431689208, -0.06317413476389461, 0.05500893743355114, -0.03364381465390005, 0.008307341209569845, 0.012151911807307951, -0.03547508033496108, 0.04376767737460129, -0.042577973312783075, 0.038844172661162496, -0.022158191592919256, -0.004188764902363545, 0.015440906203334421, -0.03342123568902668, 0.04508223804855949, -0.03888615229365771, 0.03233119703112798, -0.01879013705796148, -0.010541303613705701, 0.015665121926958375, -0.03985161220902466, 0.03487823157226096, -0.04466197212237545, 0.03790614269607318, -0.031155202750699384, 0.006632099974642594, 0.02047766765577676, -0.054416377925813164, 0.07886587784597092, -0.09054437871399669, 0.0947256950535972, -0.0921210559143342, 0.07580299050975287, -0.05388493969518663, 0.020096735762987886, 0.02007898597622979, -0.05350029811112187, 0.07651563025595197, -0.09186532921684983, 0.09345118143947252, -0.09082595541348594, 0.07916353461275093, -0.053421725765860816, 0.021094465449832706, 0.005802019283258272, -0.030221073826011052, 0.03647199272400424, -0.04317404620691862, 0.037933878528041205, -0.03961693426736251, 0.019453317448589642, -0.010332541701659715, -0.0206031289494251, 0.032849813638233576, -0.04040134129947568, 0.04371635241775514, -0.03288489795971988, 0.016449899894660516, -0.005112257901046042, -0.02158236079344985, 0.03864527605992749, -0.044876315757957336, 0.04525221438376355, -0.03453933170464025, 0.011219851484844735, 0.009206233491069856, -0.03274772220833453, 0.0541933178992101, -0.061191970299184974, 0.04742517224315723, -0.02235603192284154, -0.009071906789788593, 0.04364823235003552, -0.07536423542547585, 0.08389214323720083, -0.06641155380013074, 0.016793098157041095, 0.04947499799323174, -0.1264092616558135, 0.14828241859540056, -0.09742694402102077, -0.07216666101024949, 0.27025771486982214, -0.3036116155914697, -0.5463850861568285, -0.15194518593032555]","[0.01943075552877358, -0.05784114396489508, 0.09226083534780824, -0.116338943561821, 0.1270569705574381, -0.12659387452030862, 0.11638801300523424, -0.09486813252551188, 0.06379103036896346, -0.0301429181550823, -0.0014005464322930797, 0.030005483929256317, -0.051067067524690216, 0.059142054724211246, -0.06071520704982608, 0.049263916907055116, -0.027875537133445635, 0.0067554472310055015, 0.020101028831882937, -0.03738709933852044, 0.0510486594452804, -0.0535973607766158, 0.04524941470494907, -0.027464634059807872, 0.002838387989165383, 0.023151357635658985, -0.04464823793979236, 0.057252276332600265, -0.0574324766910717, 0.04365576648260008, -0.018211184045129846, -0.013579576724850098, 0.044876647331608156, -0.06773962339161615, 0.07451725899493566, -0.060628552539173985, 0.026600977697947906, 0.021124039562051642, -0.0702266677199158, 0.10417772546490468, -0.10631128113127189, 0.06612038375402138, 0.014037222535840489, -0.11369506225050394, 0.18901946385646873, -0.17290589306423268, 0.004837873232674669, 0.3012155139357918, -0.45544643063190693, -0.630138407699543, -0.1576612126983676]","{""iter"": -1, ""time"": 0.2909889221191406, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
"1024","101","1","0.007649732040158641","1.1420867443084717","[-0.1533728038722729, -0.5517614827457694, -0.29895408278864605, 0.27941360487498224, -0.07295765231024562, -0.09511463208056543, 0.1467845123641804, -0.13025674077742488, 0.057015573691472754, 0.012999789171880147, -0.06986145307384506, 0.08898579969103304, -0.07721665543150014, 0.04548065485309566, -0.012386491905270577, -0.031161427381205482, 0.04997547530782839, -0.05422277571064287, 0.05057913077342682, -0.03950239453945259, 0.010247760705288222, 0.013486487236464978, -0.03259527018148495, 0.04312460423514433, -0.04828870426235723, 0.03640071842700993, -0.021568243593177026, -0.0010948442254572622, 0.01191898958504572, -0.03943441992078721, 0.03896355920313216, -0.049638293934848914, 0.0197594691786236, -0.032747636291834505, -0.01922143138997878, 0.00905370575358072, -0.038917359210162664, 0.04228758121047815, -0.03990550230486964, 0.045846690815978614, -0.03353147393717975, -0.00530359329392622, 0.01865258510085604, -0.04621318880752378, 0.07980167794990943, -0.09586461051772427, 0.09592641531522723, -0.09641346747120362, 0.07454551874496039, -0.04677941653238327, 0.01622971921163247, 0.015606622010572144, -0.04544335423165179, 0.07386441824454427, -0.09664486408937382, 0.09763785033216256, -0.09551058378901543, 0.07956632071282649, -0.0460085750048682, 0.02005743593430926, -0.005040315779552564, -0.03277700050198395, 0.046301456504383304, -0.03959038975441566, 0.04337515646839945, -0.03757141902420555, 0.009032602739719144, -0.01886031335549841, -0.03274064596813772, 0.0202895158785998, -0.04836635329112083, 0.03811465055684494, -0.036835223304373374, 0.013654621402668255, -0.0017513524911446571, -0.01914720841529134, 0.035731618583937134, -0.04848268606142253, 0.04680813990955891, -0.03209760700236753, 0.012613281795341696, 0.011466629349706834, -0.03832788670957651, 0.05250744036029681, -0.05234127276137122, 0.05008709810456805, -0.02990879355061823, -0.009949611520581025, 0.04875275053623621, -0.07499947517305716, 0.08943101914461288, -0.06756074425711096, 0.015525560519287168, 0.059386595265766486, -0.1278572651277521, 0.14955132659743062, -0.09024976753496565, -0.06986421716484936, 0.2813252066805415, -0.29470721499219965, -0.5473496866456281, -0.15076941576202574]","[0.020347420626554324, -0.05892706988083119, 0.09165354928891507, -0.1154599350545464, 0.12776220120205872, -0.1277052247413819, 0.11571678856480949, -0.09358536872922164, 0.06422243157031395, -0.031067539771995112, -0.001596540798437102, 0.030128038345387114, -0.05053527770542309, 0.061174617126354615, -0.059543309815102675, 0.04890780583807307, -0.02902922225261626, 0.005447781494714411, 0.018648867709245714, -0.039222560353406835, 0.051205856092757907, -0.05369852702241532, 0.04493936945137811, -0.026522986499484275, 0.0024983468168745062, 0.022932678260826688, -0.044908230309939665, 0.057279119841433954, -0.05704628752106887, 0.04354895778444619, -0.018159467599845734, -0.014040583122344229, 0.045343176685599174, -0.06781538163645286, 0.07444854774040374, -0.06037533911363719, 0.025847980199098973, 0.021992029110192813, -0.07045105680261567, 0.1039710762870615, -0.10602269303852085, 0.0655995252328095, 0.015389766252020327, -0.11507277571171065, 0.18849946970026102, -0.1710186174628907, 0.002291003722228058, 0.3014868859905912, -0.45130282398009647, -0.629635234133648, -0.15854069115463457]","{""iter"": -1, ""time"": 0.2631490230560303, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
"2048","101","1","0.01094270163915363","1.9844141006469727","[-0.15057349540379691, -0.5511265539373322, -0.3021352428255296, 0.2823414007761105, -0.07442748973381502, -0.09660356530769036, 0.15524725521445437, -0.1336679451065331, 0.05417518349670936, 0.019890047191652816, -0.07249209194911088, 0.08648584758690638, -0.0770827945184376, 0.04794232117221814, -0.006144821569071153, -0.03176077005467233, 0.049120277615521395, -0.05559133220952033, 0.04892237931701001, -0.032392855546104125, 0.013518215311371333, 0.004767686680549335, -0.0322961294099156, 0.05476161456537836, -0.052038722906566484, 0.03445268955461795, -0.01606653100093559, -0.00965971027225086, 0.019202931753940833, -0.02678017930983158, 0.034914838924415846, -0.04490445023493002, 0.021885161215963355, -0.036076511411176765, -0.02430207527024705, -0.00568601373118314, -0.04412801758730348, 0.0393928625366657, -0.04350427700298276, 0.05403847919781908, -0.03489770283787454, -0.007916207657911185, 0.02705944333771923, -0.04890895535745638, 0.07578870657566997, -0.09164685213366261, 0.09608177733423579, -0.0962645962849505, 0.07978418807865746, -0.04292691956825563, 0.010661055003002852, 0.009982077760653832, -0.04158677046038495, 0.07890878810406927, -0.09591006774931554, 0.09709070265120415, -0.09186748984846808, 0.07632535399497295, -0.04966889461973681, 0.027687011434660878, -0.006435747633628617, -0.03519965101619251, 0.05341931139472295, -0.04130056233128792, 0.03799709094274274, -0.04326171219312913, -0.003252150510820852, -0.025185058733733647, -0.03469207731667417, 0.02275474152372842, -0.04515788604773421, 0.035727913931145196, -0.025411054788510273, 0.02105073666119624, -0.00825147917282654, -0.01662253572106473, 0.03492901648549822, -0.05040208863593143, 0.053618794848853055, -0.031369636625897306, 0.006481299842028555, 0.012763650336938203, -0.03139915960803295, 0.0501681174035779, -0.05644656653257294, 0.049625116860616596, -0.029513643151315563, -0.005759544101522127, 0.05027162850144267, -0.07578169373262765, 0.08493768488495453, -0.06963590200231333, 0.020182037253210085, 0.05598076878353256, -0.12803502887227852, 0.1537693862815374, -0.09415174368850954, -0.06987895554881726, 0.2802331003459412, -0.2989146395005289, -0.5439582700089836, -0.14635247509947844]","[0.02031373697538978, -0.058992653779750506, 0.09172712600074695, -0.11524482865297316, 0.1275988529192309, -0.12771417717491781, 0.11572140282973452, -0.09367539121438535, 0.0641987719695317, -0.030935088563687683, -0.0016910924015168703, 0.02988325610799725, -0.0504113998132977, 0.06059962080819493, -0.059841699813150545, 0.048709717246428, -0.029456046232361418, 0.005636586500570947, 0.018692493138869035, -0.0387731934946147, 0.05136207705236991, -0.0535517081896825, 0.04498113960794713, -0.026846757781765054, 0.0027127398936245997, 0.022892431860716565, -0.04449245054286162, 0.05709780102943624, -0.057142154815235775, 0.043671947679796694, -0.01853459051142838, -0.013461399998878862, 0.04497739174918242, -0.06770828768538051, 0.07432031819721725, -0.06043162224341046, 0.026576188664176634, 0.020859982852574486, -0.06966742764819497, 0.1036070015623424, -0.10627708428256577, 0.0668232991330645, 0.013305024781921443, -0.11319946799012574, 0.18817850028042027, -0.1734914638748173, 0.007022598870256958, 0.2987536711534395, -0.457832696101208, -0.6261460442910062, -0.15470268582678992]","{""iter"": -1, ""time"": 0.25097012519836426, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
"4096","101","1","0.002848133659475745","3.9712040424346924","[-0.14984143724600116, -0.5524358845605679, -0.30819880924464665, 0.28060105207987174, -0.06869464520517403, -0.0965363735913274, 0.15381377357338877, -0.12930726392609176, 0.0555618533650531, 0.020529427110695758, -0.07266060688752306, 0.08424609795362935, -0.07511670835785689, 0.05168076364104067, -0.003435589053890474, -0.03168749003008319, 0.04716178959603113, -0.05453087901867555, 0.05229234492707671, -0.03151265722406084, 0.012748010683431555, 0.005935200460069349, -0.031888415654850594, 0.056310730902238926, -0.04869309959613185, 0.03231987392695332, -0.019034165988288654, -0.008082551167746468, 0.022401030111853376, -0.023939563857564974, 0.034700208541401587, -0.04631052653205327, 0.02024610174419275, -0.039179599647205424, -0.02548850256658358, -0.00894929507293424, -0.04976239341792467, 0.041149226893935055, -0.038699812503076414, 0.05552809515552721, -0.03324379465280526, -0.008177398893698725, 0.02482989838329089, -0.04725481277966912, 0.07876834435654977, -0.09214561310134595, 0.09588502106026539, -0.0948696798377736, 0.08138390360445495, -0.04109874421613458, 0.009541992202906973, 0.00895232874774049, -0.03978219890803874, 0.08031625711020868, -0.09482084895433496, 0.09643444605377097, -0.09255982034911908, 0.07914187550588117, -0.04809668602762533, 0.025470042601398957, -0.0069006912343047965, -0.03352241586390263, 0.05461034768211406, -0.03721263420295964, 0.039801887849401536, -0.048450230441489425, -0.006293334147507537, -0.025457923066353787, -0.03732810754721566, 0.02065306400566303, -0.04583740031577995, 0.0357675082365562, -0.02343217424807772, 0.02424162343102741, -0.007022899359223803, -0.01978414567294824, 0.033288857355414245, -0.04759450722635543, 0.05430010362260928, -0.031427996916398304, 0.007668231414722155, 0.012047523251476552, -0.031797325019957745, 0.0523407684804243, -0.05537863992047308, 0.04723110578448541, -0.02998470175173398, -0.004094088019394067, 0.050891321825383036, -0.0753296693672225, 0.0839084855234678, -0.07020588275451248, 0.01978608923179922, 0.056858041191531095, -0.1250047695442703, 0.15177592876221632, -0.09431975362393598, -0.06506200962614149, 0.27817967340514316, -0.3036463935250224, -0.5426926777200484, -0.14391282964106325]","[0.020319041368036698, -0.058913014936828864, 0.09164617629093236, -0.11528513187357849, 0.127611115909996, -0.12764807017037108, 0.1157771526800357, -0.09364792827977249, 0.06417999337894685, -0.031006187088568088, -0.001668186900565927, 0.029946030379056056, -0.05033116997706687, 0.06060019491169952, -0.05982875826182621, 0.0487086261754501, -0.029466792832045095, 0.005599433706647819, 0.01856417300828832, -0.03878297405891062, 0.05126101975765592, -0.0535338496362884, 0.044984737309754004, -0.026949104494732416, 0.0027836996040250636, 0.0228312208364298, -0.044443904652998925, 0.057046583843621615, -0.05719747073660667, 0.043717552856202255, -0.018554097071778648, -0.013360644811819323, 0.04483090317992196, -0.06759104531587122, 0.07428021587197167, -0.060547883252563904, 0.02677606475364116, 0.020627318467338635, -0.06945589243867246, 0.10350336685741991, -0.10637082128817764, 0.06712233313812269, 0.012814656018867015, -0.1126968049772795, 0.1880670535147782, -0.174101296971651, 0.008265388057333971, 0.2980065468500493, -0.45953827788606344, -0.6252357378632022, -0.15370870267882122]","{""iter"": -1, ""time"": 0.25188302993774414, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
"8192","101","1","0.0007602371776951407","7.892541885375977","[-0.14933147642817216, -0.5515890233712372, -0.3083840131908344, 0.2814636689391784, -0.0668103341769267, -0.09915372796927671, 0.15000512021688273, -0.13058314844250274, 0.05325200743600014, 0.018863774065066913, -0.07510894355812232, 0.08036070491474827, -0.07430824138399834, 0.05592744132993452, -0.0003823101767337003, -0.03091236529757576, 0.04649932746273616, -0.05544347035136615, 0.05307022299876212, -0.029192024292143737, 0.013030629926077607, 0.006211838095785497, -0.029507281667255122, 0.057872492963927484, -0.04888672738532683, 0.0293292094756545, -0.023458130263260074, -0.00996153862335323, 0.021747538804098434, -0.024968537100669704, 0.03335760474566016, -0.04849938767260232, 0.021147557776713018, -0.03550694081196121, -0.023759618848562, -0.008161305102134038, -0.04969374735146882, 0.040917805074236376, -0.038443401926126955, 0.054263282585466754, -0.03654204149381562, -0.012287865559011492, 0.02247291039366159, -0.04836590864433684, 0.07782735340081497, -0.09201382505652325, 0.09676435838521535, -0.09255460921768495, 0.0840664355703812, -0.04037636158716993, 0.008172078370040796, 0.007646020844021842, -0.03910630411333516, 0.08297999033245533, -0.09289681402438048, 0.09714975915525144, -0.09230299683628866, 0.07812699060755203, -0.04913561824268169, 0.023300991066315842, -0.010532022978547924, -0.03628342482495484, 0.05332140333044945, -0.03741070785534442, 0.039676653776081296, -0.0479431445214594, -0.004466478182008556, -0.022766133235138212, -0.03340546852651982, 0.022455389208950773, -0.04691132917543332, 0.03476136860421353, -0.024902039296350875, 0.022539013877556007, -0.009574719406781895, -0.023644359372012487, 0.031117634594059685, -0.04786114935869774, 0.05527012220571244, -0.029228779831782774, 0.008758261001139588, 0.012727496504941238, -0.03054602608273028, 0.05215877961819275, -0.056013370179775604, 0.04746668244571275, -0.029122669444304552, -0.002709464335354785, 0.05280598441418652, -0.0745534881995992, 0.08230099126263751, -0.07134934475767234, 0.018057711051375255, 0.05402630414937229, -0.12628182723111028, 0.14963494536810626, -0.09587901199914678, -0.06373140610315696, 0.27919797433710847, -0.3016666622957234, -0.5393676624990508, -0.1427501709815516]","[0.020314235511150365, -0.058908043945991966, 0.0916299698578759, -0.11527329200053572, 0.1276178495408885, -0.12765297450004737, 0.11576439993569086, -0.09365272115942293, 0.06416912935888368, -0.031029592302205457, -0.001675509890629153, 0.02992661605783267, -0.050338414669136904, 0.06059925680457422, -0.0598124957630868, 0.048696073402035106, -0.029473860062567362, 0.005638331494114924, 0.018555437152568674, -0.03877430468134921, 0.051251356781667395, -0.053545311250141815, 0.04498888390206729, -0.0269709361192297, 0.0027863012813487157, 0.022813674654397462, -0.044428248951287656, 0.057059017910451364, -0.05717715309517531, 0.0437237237922653, -0.018578902631327002, -0.013334062826196294, 0.044791113074178004, -0.06755800734804233, 0.0742930086210436, -0.060571386761859795, 0.026821845486330025, 0.020574802238678917, -0.06939872927971812, 0.10346973222367735, -0.10639163676711458, 0.06720225164956083, 0.012682542235477118, -0.1125559268080029, 0.1880394690672674, -0.17427579377815025, 0.00858916251325196, 0.29780841527990626, -0.4599938348217932, -0.6249914681191834, -0.153441303039358]","{""iter"": -1, ""time"": 0.19480395317077637, ""value"": -1, ""parity"": 1, ""targetPre"": false, ""typePhi"": ""full""}"
