"npts","degree","parity","convergence_diff","iteration_time","coefs_json","coefs_recovered_json","constraint_violated","sup_diff","sup_diff_rec"
"101","101","1","inf","109.71834707260132","[0.012449248925704127, -0.04460665462027168, 0.07860071707075646, -0.10457472830687464, 0.12581223011180773, -0.13054534492437553, 0.11707259907548287, -0.10103669989960001, 0.07618966431246209, -0.040276050072038924, 0.005275870567763178, 0.033237336170271255, -0.06526506940687506, 0.07106122262235737, -0.06290274991715751, 0.047341811554066845, -0.021376432255820917, 0.00287550124455723, 0.012952016334811599, -0.039141217454801695, 0.053946390834207686, -0.05446212811249434, 0.049427083489109264, -0.023720712554076383, -0.004560013953630781, 0.015344041018409605, -0.03392502873119423, 0.05332694303998371, -0.057088781065612604, 0.06285980379431787, -0.04307292385601583, -0.016173752577346594, 0.05934586442347972, -0.08336825310420952, 0.09306361742349016, -0.049977123072859, 0.0046687780819179, 0.010738357886981971, -0.061552171324660204, 0.10384949641411238, -0.09687059395994202, 0.10074093575412846, -0.01915437058058485, -0.15975281583752174, 0.19959487291436093, -0.15040854822176827, 0.06878914236718524, 0.32942403146041527, -0.5088323219538786, -0.6549504834656484, -0.1503305263872908]","[0.0, 0.020298115601719454, 0.0, -0.05821313077605522, 0.0, 0.09034403770591273, 0.0, -0.11385471197871808, 0.0, 0.1253446107339153, 0.0, -0.125942267495979, 0.0, 0.11604925862579456, 0.0, -0.0946582670875494, 0.0, 0.0651047411966067, 0.0, -0.03206604917274231, 0.0, -0.0011833514320919048, 0.0, 0.0292735646426737, 0.0, -0.04935591278748004, 0.0, 0.06105902299014148, 0.0, -0.0611545585877398, 0.0, 0.04982358551015638, 0.0, -0.03016020318644893, 0.0, 0.004809490029049928, 0.0, 0.02063199174330694, 0.0, -0.03885949516911589, 0.0, 0.05035465761906032, 0.0, -0.0529061447828647, 0.0, 0.043918737275299304, 0.0, -0.02687002678411453, 0.0, 0.004087303824010186, 0.0, 0.02168025313373309, 0.0, -0.04328682110849294, 0.0, 0.05664471409092435, 0.0, -0.05929221896187001, 0.0, 0.043532298438796746, 0.0, -0.017168787459682762, 0.0, -0.012086061373439393, 0.0, 0.04227733254665446, 0.0, -0.06665041415970793, 0.0, 0.07397382601449329, 0.0, -0.062332542976180336, 0.0, 0.02843582208168964, 0.0, 0.021705303370359228, 0.0, -0.065553500300305, 0.0, 0.09962516443492522, 0.0, -0.10724165943375036, 0.0, 0.07088640934761624, 0.0, 0.011141477746992118, 0.0, -0.10397041773775015, 0.0, 0.18614360321538415, 0.0, -0.17511475370683122, 0.0, 0.02014184532990825, 0.0, 0.28896009019628416, 0.0, -0.4757729848960104, 0.0, -0.6140729214139602, 0.0, -0.140409884209082]","True","2.213585972490643","1.9816998673708217"
"128","101","1","1.211615481184607","73.95326685905457","[0.015261144594606823, -0.05376436955992623, 0.07995309173458673, -0.10837017786715471, 0.11862043083986064, -0.12053065781495688, 0.10742854437521471, -0.11198221324508227, 0.07349693485743099, -0.004450946293547084, 0.015760990021212985, -0.010618338555789756, -0.050683732674932265, 0.05581736547262849, -0.07929054335494087, 0.0642822064802507, -0.027144305018880564, 0.01738868081187926, 0.028448266765161587, -0.022380147243930008, 0.05198873192711197, -0.03593919067556923, 0.051103637817810466, -0.027949950495421767, 0.032625828936969005, 0.006210510984454227, -0.02276476087972481, 0.05568236176344685, -0.05791649929402555, 0.05552466982958469, -0.04069397622923288, 0.020070924048787776, 0.021371659941210187, -0.05378290404397781, 0.0715396822521415, -0.07374442816117249, 0.05940841762270199, -0.0288518771761303, -0.023369309260165158, 0.0627885608945072, -0.11371637829102219, 0.09768197193312665, -0.10172769587361588, -0.028777787337435277, 0.03160618329809185, -0.28918837628510263, 0.0479152369921259, -0.40313863682101075, -0.7368527019527229, 0.11717560983525847, 0.28677017419129275]","[0.0, 0.02041686590564715, 0.0, -0.05443532064392891, 0.0, 0.08735675475106892, 0.0, -0.10724458768898157, 0.0, 0.12207147038872042, 0.0, -0.12137945510438838, 0.0, 0.11335363938301411, 0.0, -0.0930042097252369, 0.0, 0.06763059472019817, 0.0, -0.034362199330345, 0.0, 0.0058630881925946805, 0.0, 0.02134171756922673, 0.0, -0.0453547862437875, 0.0, 0.05475827850952038, 0.0, -0.05863883604226168, 0.0, 0.050235073980245015, 0.0, -0.03483967406632691, 0.0, 0.014806022313826727, 0.0, 0.009547174012908877, 0.0, -0.027169773061397194, 0.0, 0.04604097317545021, 0.0, -0.04984512028252648, 0.0, 0.0498388979838096, 0.0, -0.034891198666886294, 0.0, 0.01550278247017818, 0.0, 0.007900754147655646, 0.0, -0.030917054731478627, 0.0, 0.04716018878652084, 0.0, -0.05314991634335978, 0.0, 0.05380002309268281, 0.0, -0.03638676002072825, 0.0, 0.00887698273477659, 0.0, 0.019194905936942896, 0.0, -0.04640438837651828, 0.0, 0.06594777966050464, 0.0, -0.06978521193289189, 0.0, 0.054604195964461796, 0.0, -0.025160890088374948, 0.0, -0.02184534453279916, 0.0, 0.06014956353728464, 0.0, -0.10409523214081139, 0.0, 0.09149876379190823, 0.0, -0.09331426243752344, 0.0, -0.02759347991879795, 0.0, 0.029982224996211337, 0.0, -0.2707926805234543, 0.0, 0.04076205738256069, 0.0, -0.3765970816792839, 0.0, -0.6978267472898692, 0.0, 0.10879237589969534, 0.0, 0.2736510508689258]","True","2.082814847789088","1.974834407828935"
"256","101","1","0.1779044786138004","73.2400209903717","[0.019712761496387197, -0.05735883709941007, 0.09006138547802196, -0.10996998521950498, 0.12404357065190898, -0.12106157589504474, 0.1106967479217297, -0.08974178287095569, 0.07124953955085138, -0.0362140739733434, 0.006616778668441043, 0.024495479580862223, -0.042779654447882565, 0.06181302093951672, -0.05997399569591938, 0.05069308447614234, -0.03267218258918651, 0.00974148963416305, 0.00897560014498672, -0.031598698829477696, 0.04205156477657458, -0.05120053543853677, 0.04989887047742125, -0.03302322860423083, 0.015956634270702614, 0.01389328184766526, -0.035855711520668146, 0.03984007718011857, -0.05272556899504644, 0.05465552260380067, -0.03359368908456409, 0.005769790130563633, 0.01910814759823468, -0.04635078335908375, 0.06579354452746412, -0.06927394778985714, 0.05347167364633899, -0.022369573588617533, -0.02232623245168499, 0.06525826159578692, -0.10060951625714766, 0.09959628668704845, -0.07938799011173354, -0.014966721347590334, 0.06281620376520476, -0.24297476482669592, 0.08389028615255804, -0.33564067627711586, -0.754470801208534, 0.004064989264838008, 0.2328312748932513]","[0.0, 0.020191051333413434, 0.0, -0.056197295122123396, 0.0, 0.08790954438377407, 0.0, -0.11010007549085997, 0.0, 0.12218056646219946, 0.0, -0.12250770687840887, 0.0, 0.1138942059094464, 0.0, -0.09313536778260763, 0.0, 0.06653230147677383, 0.0, -0.03504716594074577, 0.0, 0.006285118845635956, 0.0, 0.024330687654408042, 0.0, -0.044326468425817875, 0.0, 0.058027191204641726, 0.0, -0.05895158175246441, 0.0, 0.050866730265632515, 0.0, -0.034377201469248504, 0.0, 0.011221354841664012, 0.0, 0.009375588559554953, 0.0, -0.03147392525452891, 0.0, 0.04364881867945352, 0.0, -0.05095054225558798, 0.0, 0.04828624647193036, 0.0, -0.033790906627129955, 0.0, 0.015023773064513767, 0.0, 0.010766030847507652, 0.0, -0.03275561120407671, 0.0, 0.046012523474739137, 0.0, -0.05406778488059637, 0.0, 0.052019976174230674, 0.0, -0.033335142714001086, 0.0, 0.007881782921971869, 0.0, 0.020947829169584146, 0.0, -0.04759914599726236, 0.0, 0.0660386891015681, 0.0, -0.06858111784950156, 0.0, 0.05302617814409214, 0.0, -0.021054521072814025, 0.0, -0.022754409644614747, 0.0, 0.06553992074604437, 0.0, -0.09933831270175603, 0.0, 0.09846099064203642, 0.0, -0.07819586503264828, 0.0, -0.014682046864035719, 0.0, 0.06249078897139003, 0.0, -0.24153854370050643, 0.0, 0.08268868628238826, 0.0, -0.3332262290183453, 0.0, -0.7484237699669785, 0.0, 0.0031775068258970383, 0.0, 0.23104784802297168]","True","2.0002994770443783","1.9805775889772113"
"512","101","1","0.9888492571606096","74.34533190727234","[0.019476978126309906, -0.05576860713362042, 0.08648053684516188, -0.1097068168177481, 0.12205521887007817, -0.12313875124082174, 0.11323836616377356, -0.09265954891133696, 0.06658251430793433, -0.03555258278931048, 0.005064068359040656, 0.02244049833908554, -0.04404085451090658, 0.05634536621356532, -0.05841562071001045, 0.04975110929937953, -0.03387140126375667, 0.01409374996721681, 0.007859860594279108, -0.028751335321153343, 0.044091739456436, -0.05003182989274663, 0.04640646468467422, -0.03551429362015736, 0.016887163460059078, 0.007993561866366763, -0.02948515410443498, 0.04460190277222307, -0.055669798181945486, 0.04925422693666847, -0.036199997914706905, 0.011236894115190134, 0.01702027728241685, -0.04374843793925202, 0.06263511499607566, -0.06754792783727832, 0.05545989206604583, -0.026656044738005494, -0.01401896240231449, 0.057212512967060945, -0.09080120597846779, 0.10143359591799725, -0.07849166904863888, 0.019185814052903327, 0.06750525200340911, -0.15618760719617286, 0.2009419653362643, -0.13542701601734738, -0.12691874708517487, 0.6869483421452508, 0.4664004705926483]","[0.0, 0.019453943606522146, 0.0, -0.055779472528132555, 0.0, 0.08648835036729138, 0.0, -0.10968539250136786, 0.0, 0.12207965347474178, 0.0, -0.12312545600945564, 0.0, 0.1132340756086206, 0.0, -0.09267933552002149, 0.0, 0.06655772419907657, 0.0, -0.03556832819952958, 0.0, 0.005065031473398963, 0.0, 0.02245861278284699, 0.0, -0.044016213496615525, 0.0, 0.056363856953984055, 0.0, -0.058413655658487766, 0.0, 0.049735335401753636, 0.0, -0.033895635970313705, 0.0, 0.014073008730632245, 0.0, 0.0078548501787792, 0.0, -0.028738705851946086, 0.0, 0.044115839231090956, 0.0, -0.05000957677694508, 0.0, 0.04641447329825396, 0.0, -0.03552392600003641, 0.0, 0.016864127457363744, 0.0, 0.007970569344898756, 0.0, -0.029496703622157124, 0.0, 0.04460845524313631, 0.0, -0.05564858366101086, 0.0, 0.0492779641366196, 0.0, -0.03618578398226055, 0.0, 0.011232785860105222, 0.0, 0.01700082329159812, 0.0, -0.04377315320805905, 0.0, 0.06261833235801689, 0.0, -0.06754714440429366, 0.0, 0.05547717031623528, 0.0, -0.02663114689419809, 0.0, -0.013999841323630302, 0.0, 0.05721487191926966, 0.0, -0.09081588156303341, 0.0, 0.10140911905809641, 0.0, -0.07851314171926037, 0.0, 0.019181010193456888, 0.0, 0.06751606260172707, 0.0, -0.1561629751008894, 0.0, 0.20096485509315445, 0.0, -0.1354197369482049, 0.0, -0.12692745800793517, 0.0, 0.6869347047235195, 0.0, 0.4663874723707425]","True","0.01063654115652457","0.010012902610543217"
"1024","101","1","0.0054330249135106","74.49530005455017","[0.01886965261245489, -0.05569436195982384, 0.08747604775487483, -0.10958234588308693, 0.12197241224182546, -0.12373725416369513, 0.11277661132059459, -0.09331519841329546, 0.0659273336031011, -0.035587829009064, 0.004457288572222404, 0.023092671937396888, -0.04390267846117052, 0.055627234392477666, -0.057661556079324106, 0.05024870151881284, -0.03463967232052484, 0.013770007239783244, 0.00877963847520325, -0.029063316011404522, 0.043617215778968974, -0.05002131006950745, 0.0469331030644576, -0.03475164993525459, 0.015457501183386776, 0.007277893162569507, -0.029143312836322818, 0.0456641731682625, -0.05340977871011011, 0.05014218322042028, -0.035537637412305256, 0.011709755052612455, 0.01696438085668798, -0.043942051554791944, 0.06272589055289107, -0.06748147605880149, 0.05538356682448353, -0.026325504126775198, -0.014298277187044047, 0.05751473426213202, -0.09090691359534996, 0.10109750849526593, -0.07804234415551285, 0.018459592034677702, 0.06829990057748823, -0.15618092534301872, 0.20013579033446524, -0.13394921019186082, -0.12800210871923431, 0.6845804922656217, 0.46621516932477197]","[0.0, 0.01886965261245489, 0.0, -0.05569436195982397, 0.0, 0.08747604775487489, 0.0, -0.10958234588308696, 0.0, 0.12197241224182542, 0.0, -0.12373725416369524, 0.0, 0.11277661132059458, 0.0, -0.0933151984132955, 0.0, 0.06592733360310116, 0.0, -0.03558782900906413, 0.0, 0.004457288572222367, 0.0, 0.02309267193739685, 0.0, -0.04390267846117055, 0.0, 0.05562723439247766, 0.0, -0.057661556079324286, 0.0, 0.05024870151881282, 0.0, -0.03463967232052491, 0.0, 0.01377000723978321, 0.0, 0.00877963847520328, 0.0, -0.029063316011404505, 0.0, 0.043617215778968876, 0.0, -0.05002131006950745, 0.0, 0.04693310306445755, 0.0, -0.034751649935254744, 0.0, 0.01545750118338691, 0.0, 0.007277893162569549, 0.0, -0.02914331283632285, 0.0, 0.045664173168262476, 0.0, -0.0534097787101101, 0.0, 0.0501421832204202, 0.0, -0.03553763741230534, 0.0, 0.011709755052612476, 0.0, 0.016964380856687968, 0.0, -0.043942051554792014, 0.0, 0.0627258905528911, 0.0, -0.06748147605880161, 0.0, 0.05538356682448363, 0.0, -0.02632550412677513, 0.0, -0.014298277187044194, 0.0, 0.05751473426213203, 0.0, -0.09090691359535003, 0.0, 0.10109750849526587, 0.0, -0.07804234415551274, 0.0, 0.01845959203467755, 0.0, 0.06829990057748825, 0.0, -0.15618092534301894, 0.0, 0.2001357903344653, 0.0, -0.13394921019186012, 0.0, -0.12800210871923484, 0.0, 0.684580492265621, 0.0, 0.46621516932477325]","False","0.005911316636329267","0.0059113166363314595"
"2048","101","1","0.0025668596755311","71.68107795715332","[0.019256492474406812, -0.055858926982264016, 0.08698416202498527, -0.10975393236113058, 0.12213653990620668, -0.12314230031979251, 0.11298471241468686, -0.09315868674950321, 0.0662194938905028, -0.035473073996901604, 0.004546599741003329, 0.022919281521655316, -0.043787302120161825, 0.05574698523397122, -0.05773614994244239, 0.050128622329444456, -0.034584765450884, 0.013886188870202957, 0.008530514586415495, -0.028842000554139383, 0.043528023109083255, -0.04996300766259778, 0.04699064486482649, -0.034890827378197146, 0.01575059654268566, 0.007058533265016993, -0.029026282415193314, 0.045757790940014795, -0.05362433534452882, 0.0503033055513319, -0.03561439657344446, 0.011713438514195562, 0.016758169281296153, -0.04370852319319595, 0.06252740888712456, -0.0676720900481333, 0.055428224321869106, -0.026720283928844003, -0.014089866547302167, 0.05726043713140747, -0.09078671161636136, 0.10133384498302044, -0.0782832474852845, 0.019020425935007315, 0.06756659840260906, -0.155953607109003, 0.20044804980588976, -0.13472123732576252, -0.12689774925677982, 0.6846009763563781, 0.4649009451286835]","[0.0, 0.01925649247440676, 0.0, -0.055858926982264065, 0.0, 0.08698416202498521, 0.0, -0.10975393236113057, 0.0, 0.1221365399062066, 0.0, -0.12314230031979256, 0.0, 0.1129847124146868, 0.0, -0.09315868674950317, 0.0, 0.06621949389050283, 0.0, -0.035473073996901645, 0.0, 0.004546599741003241, 0.0, 0.022919281521655364, 0.0, -0.04378730212016187, 0.0, 0.05574698523397122, 0.0, -0.05773614994244246, 0.0, 0.05012862232944442, 0.0, -0.03458476545088407, 0.0, 0.013886188870202909, 0.0, 0.008530514586415516, 0.0, -0.028842000554139307, 0.0, 0.043528023109083214, 0.0, -0.04996300766259777, 0.0, 0.0469906448648264, 0.0, -0.03489082737819721, 0.0, 0.015750596542685753, 0.0, 0.007058533265016971, 0.0, -0.029026282415193286, 0.0, 0.04575779094001475, 0.0, -0.053624335344528845, 0.0, 0.05030330555133198, 0.0, -0.035614396573444534, 0.0, 0.01171343851419555, 0.0, 0.016758169281296142, 0.0, -0.043708523193196035, 0.0, 0.06252740888712466, 0.0, -0.06767209004813349, 0.0, 0.05542822432186911, 0.0, -0.026720283928844027, 0.0, -0.014089866547302156, 0.0, 0.0572604371314076, 0.0, -0.09078671161636145, 0.0, 0.1013338449830203, 0.0, -0.07828324748528417, 0.0, 0.019020425935006975, 0.0, 0.06756659840260919, 0.0, -0.1559536071090033, 0.0, 0.20044804980588943, 0.0, -0.13472123732576183, 0.0, -0.12689774925678068, 0.0, 0.6846009763563767, 0.0, 0.4649009451286844]","False","0.0010134178041261155","0.001013417804128447"
"4096","101","1","0.0004826629637939","75.7140531539917","[0.019215747505368978, -0.05578203772084591, 0.08696885189892548, -0.10977482350718798, 0.12213286437754921, -0.12310911762218643, 0.1129829799520319, -0.09318818801850436, 0.06624838349065847, -0.035463364154304705, 0.004537870352189087, 0.02291633035553919, -0.04375477343168048, 0.05572393461447585, -0.057759455589680715, 0.050166302142008005, -0.034618803759945506, 0.013868380280427337, 0.008555014793281746, -0.02885111202735245, 0.04350284399708121, -0.04996139294410105, 0.04693513409823651, -0.034886431453456365, 0.015736278631410326, 0.006959245843585583, -0.028967539731322947, 0.045770568494400754, -0.053657421183713236, 0.05032080964416373, -0.03558769523071854, 0.011783207687859742, 0.016690478237101118, -0.04370132535850332, 0.06256344310111445, -0.06761537973856488, 0.055518714414186154, -0.02669649731521839, -0.013977357146221071, 0.05730002695708408, -0.09078343047609527, 0.10124565493153075, -0.07838690792574882, 0.019103565536758432, 0.06752970994373735, -0.15582945886335636, 0.20043518587265297, -0.1348951539516914, -0.12671154955619124, 0.6845734475133898, 0.46467417904058683]","[0.0, 0.019215747505368946, 0.0, -0.05578203772084593, 0.0, 0.08696885189892539, 0.0, -0.10977482350718788, 0.0, 0.12213286437754897, 0.0, -0.12310911762218632, 0.0, 0.11298297995203173, 0.0, -0.09318818801850423, 0.0, 0.06624838349065841, 0.0, -0.03546336415430476, 0.0, 0.00453787035218905, 0.0, 0.022916330355539125, 0.0, -0.043754773431680404, 0.0, 0.05572393461447571, 0.0, -0.05775945558968075, 0.0, 0.05016630214200796, 0.0, -0.03461880375994551, 0.0, 0.01386838028042731, 0.0, 0.00855501479328174, 0.0, -0.028851112027352376, 0.0, 0.04350284399708114, 0.0, -0.049961392944100916, 0.0, 0.04693513409823637, 0.0, -0.03488643145345642, 0.0, 0.01573627863141037, 0.0, 0.0069592458435855115, 0.0, -0.02896753973132294, 0.0, 0.04577056849440068, 0.0, -0.05365742118371326, 0.0, 0.05032080964416373, 0.0, -0.035587695230718586, 0.0, 0.011783207687859686, 0.0, 0.016690478237101083, 0.0, -0.04370132535850334, 0.0, 0.06256344310111447, 0.0, -0.0676153797385649, 0.0, 0.0555187144141861, 0.0, -0.02669649731521842, 0.0, -0.013977357146221208, 0.0, 0.05730002695708416, 0.0, -0.09078343047609531, 0.0, 0.10124565493153057, 0.0, -0.07838690792574868, 0.0, 0.019103565536758158, 0.0, 0.06752970994373728, 0.0, -0.1558294588633564, 0.0, 0.20043518587265247, 0.0, -0.13489515395169074, 0.0, -0.1267115495561919, 0.0, 0.6845734475133887, 0.0, 0.46467417904058755]","False","0.00017810152486297248","0.00017810152486286146"
"8192","101","1","9.324187278504862e-05","82.72909307479858","[0.01921542086462762, -0.055795173887287934, 0.08695763954108933, -0.10977011359978332, 0.12214119367483152, -0.12311849185961, 0.11297273828324847, -0.09317666662398938, 0.0662456022459087, -0.035475957880832396, 0.0045385646033757766, 0.02291013014597571, -0.04375089636897442, 0.05572456971037128, -0.05776562844525449, 0.050185869683400414, -0.03462038116696887, 0.013855017923416457, 0.008565203685001318, -0.02884980208977744, 0.04350426672665188, -0.04994857585826676, 0.04694656081690322, -0.034865670123232315, 0.015752091092644284, 0.006958503752179558, -0.028959458652474727, 0.04578172632002489, -0.05366081921141181, 0.050321780683087194, -0.035603277123240955, 0.011763363561301534, 0.016703237782147357, -0.043687527075674915, 0.06256314661505495, -0.06761466223094355, 0.055528976750757006, -0.026695977321499306, -0.014000968412339977, 0.05730103911047563, -0.09077715598419804, 0.10124858975766884, -0.07836347483855897, 0.019095979214268505, 0.06750513327987652, -0.15583014247714458, 0.20043724224637907, -0.13487230988233723, -0.1267011375227427, 0.6845357611876607, 0.4646441591875168]","[0.0, 0.019215420864627596, 0.0, -0.05579517388728796, 0.0, 0.0869576395410892, 0.0, -0.10977011359978328, 0.0, 0.12214119367483137, 0.0, -0.12311849185961002, 0.0, 0.11297273828324833, 0.0, -0.09317666662398924, 0.0, 0.06624560224590864, 0.0, -0.03547595788083243, 0.0, 0.004538564603375768, 0.0, 0.02291013014597565, 0.0, -0.04375089636897439, 0.0, 0.05572456971037121, 0.0, -0.05776562844525451, 0.0, 0.05018586968340035, 0.0, -0.03462038116696889, 0.0, 0.013855017923416408, 0.0, 0.008565203685001325, 0.0, -0.028849802089777467, 0.0, 0.04350426672665175, 0.0, -0.04994857585826669, 0.0, 0.04694656081690306, 0.0, -0.034865670123232426, 0.0, 0.015752091092644326, 0.0, 0.006958503752179468, 0.0, -0.028959458652474658, 0.0, 0.045781726320024814, 0.0, -0.0536608192114118, 0.0, 0.05032178068308714, 0.0, -0.03560327712324107, 0.0, 0.011763363561301568, 0.0, 0.016703237782147336, 0.0, -0.04368752707567494, 0.0, 0.062563146615055, 0.0, -0.06761466223094367, 0.0, 0.055528976750757034, 0.0, -0.026695977321499254, 0.0, -0.014000968412340168, 0.0, 0.05730103911047565, 0.0, -0.09077715598419801, 0.0, 0.10124858975766868, 0.0, -0.0783634748385588, 0.0, 0.019095979214267974, 0.0, 0.06750513327987678, 0.0, -0.15583014247714466, 0.0, 0.20043724224637838, 0.0, -0.1348723098823365, 0.0, -0.12670113752274353, 0.0, 0.6845357611876586, 0.0, 0.46464415918751745]","False","4.0216800679004905e-05","4.0216800677117526e-05"
"16384","101","1","1.867838548478692e-05","90.44203782081604","[0.019220341278435436, -0.05579184912460593, 0.08696172249045232, -0.10977040057694523, 0.12214143039809333, -0.12311887993852648, 0.1129718419786662, -0.0931736300655093, 0.06624620919629559, -0.03547599852088326, 0.00454393882544692, 0.02291401653417526, -0.043754546359022796, 0.055723741174450475, -0.0577662768336848, 0.05018365798636453, -0.03461854183742306, 0.013853425577551995, 0.00856791119633979, -0.02884512480551761, 0.043502393973420386, -0.049950080939672785, 0.0469430614873019, -0.03486646263786496, 0.015754352091774483, 0.00696037928509799, -0.028958547445596367, 0.04578131400995168, -0.053660077903929786, 0.050318807232739786, -0.035604710882020614, 0.011764670371050674, 0.016702288629017, -0.04368533598047472, 0.0625641831580804, -0.06761572643666303, 0.055527284886573824, -0.02669660383474797, -0.013999748896381123, 0.05730080725210023, -0.09077807018290819, 0.10124568491718627, -0.07836705532808638, 0.019095081307990293, 0.06750731841154729, -0.15582787855198715, 0.20043308157743947, -0.13487285817924183, -0.1266984833625795, 0.6845295793657173, 0.46463799281383256]","[0.0, 0.019220341278435377, 0.0, -0.055791849124605976, 0.0, 0.08696172249045225, 0.0, -0.10977040057694518, 0.0, 0.12214143039809319, 0.0, -0.12311887993852645, 0.0, 0.1129718419786661, 0.0, -0.09317363006550922, 0.0, 0.06624620919629556, 0.0, -0.03547599852088336, 0.0, 0.004543938825446837, 0.0, 0.02291401653417522, 0.0, -0.04375454635902282, 0.0, 0.05572374117445043, 0.0, -0.057766276833684835, 0.0, 0.05018365798636451, 0.0, -0.034618541837423064, 0.0, 0.013853425577551898, 0.0, 0.008567911196339796, 0.0, -0.028845124805517604, 0.0, 0.04350239397342029, 0.0, -0.04995008093967267, 0.0, 0.04694306148730183, 0.0, -0.03486646263786505, 0.0, 0.015754352091774566, 0.0, 0.006960379285097908, 0.0, -0.028958547445596356, 0.0, 0.04578131400995161, 0.0, -0.05366007790392979, 0.0, 0.05031880723273976, 0.0, -0.03560471088202074, 0.0, 0.011764670371050672, 0.0, 0.01670228862901696, 0.0, -0.04368533598047474, 0.0, 0.06256418315808043, 0.0, -0.06761572643666305, 0.0, 0.055527284886573866, 0.0, -0.026696603834748023, 0.0, -0.013999748896381208, 0.0, 0.057300807252100294, 0.0, -0.09077807018290812, 0.0, 0.10124568491718618, 0.0, -0.07836705532808637, 0.0, 0.019095081307990147, 0.0, 0.06750731841154738, 0.0, -0.15582787855198757, 0.0, 0.20043308157743944, 0.0, -0.13487285817924122, 0.0, -0.1266984833625802, 0.0, 0.6845295793657166, 0.0, 0.46463799281383367]","False","1.374808493914692e-05","1.3748084941589411e-05"
"32768","101","1","6.174734843859005e-06","101.5070526599884","[0.019219054980564365, -0.05579161072212025, 0.08696284616404695, -0.10976989562538332, 0.12214099052998834, -0.12311881078421627, 0.1129720702462629, -0.0931742362456262, 0.06624580028720162, -0.035475739607343904, 0.004543582893103502, 0.02291447112695886, -0.043753953566463555, 0.05572316492519586, -0.05776541630917833, 0.0501834887505903, -0.03461912687858812, 0.013853960986628123, 0.008566761985124847, -0.0288450264601785, 0.04350299273852641, -0.04995002583194915, 0.046943926497633175, -0.034866032730890895, 0.015753271492074263, 0.006959436151129447, -0.028958015438823956, 0.04578126105797617, -0.05365943133399629, 0.050319364134446536, -0.035605320523114, 0.011764573143893124, 0.01670128384900291, -0.04368510209928252, 0.0625639263755142, -0.06761615016646262, 0.05552732359089642, -0.026697331780473954, -0.01399856271647424, 0.05730178175357017, -0.09077761249419009, 0.10124530218942265, -0.07836708746368251, 0.01909686620022727, 0.0675061387565024, -0.15582712697983783, 0.20043360275540228, -0.13487415827482102, -0.12669611830953476, 0.684529144147409, 0.4646351446271503]","[0.0, 0.01921905498056437, 0.0, -0.0557916107221204, 0.0, 0.08696284616404695, 0.0, -0.10976989562538336, 0.0, 0.1221409905299883, 0.0, -0.12311881078421635, 0.0, 0.1129720702462629, 0.0, -0.09317423624562626, 0.0, 0.06624580028720159, 0.0, -0.03547573960734399, 0.0, 0.004543582893103404, 0.0, 0.022914471126958873, 0.0, -0.0437539535664636, 0.0, 0.055723164925195814, 0.0, -0.057765416309178405, 0.0, 0.050183488750590206, 0.0, -0.034619126878588175, 0.0, 0.01385396098662807, 0.0, 0.008566761985124804, 0.0, -0.028845026460178412, 0.0, 0.04350299273852636, 0.0, -0.04995002583194916, 0.0, 0.04694392649763307, 0.0, -0.03486603273089099, 0.0, 0.015753271492074342, 0.0, 0.006959436151129428, 0.0, -0.028958015438823953, 0.0, 0.045781261057976086, 0.0, -0.05365943133399632, 0.0, 0.05031936413444653, 0.0, -0.035605320523114006, 0.0, 0.011764573143893096, 0.0, 0.016701283849002838, 0.0, -0.04368510209928257, 0.0, 0.06256392637551424, 0.0, -0.06761615016646276, 0.0, 0.05552732359089636, 0.0, -0.0266973317804739, 0.0, -0.013998562716474316, 0.0, 0.057301781753570084, 0.0, -0.09077761249419025, 0.0, 0.10124530218942265, 0.0, -0.07836708746368234, 0.0, 0.019096866200227, 0.0, 0.06750613875650256, 0.0, -0.15582712697983797, 0.0, 0.2004336027554017, 0.0, -0.1348741582748209, 0.0, -0.12669611830953564, 0.0, 0.6845291441474083, 0.0, 0.46463514462715144]","False","3.0387496793293778e-06","3.0387496813277792e-06"
